gene	p
RP11-341G5.2	0.972
WFDC10A	0.972
BSN-AS2	0.998524831994755
AC068657.2	0.9717
AGO4	0.9717
RP11-169K16.7	0.9715
RNU6-193P	0.9714
RN7SKP5	0.99846486581568
LRG_99	0.9712
FABP12	0.971
FTH1P11	0.998428886108235
RP11-257P3.3	0.999900056368208
RPL5P19	0.9708
KEL	0.998404899636605
RP11-895M11.2	0.99836891992916
RP4-533D7.5	0.9703
RN7SL49P	0.9703
RNU1-47P	0.9697
TMEM114	0.9696
CTD-2117L12.1	0.9695
RNA5SP107	0.9694
LINC00847	0.9692
ZC3HAV1L	0.9692
RP11-142C4.5	0.969
AC115283.1	0.9689
AP001187.1	0.9687
ATG2A	0.9687
MIR192	0.9687
MIR194-2	0.9687
RP11-665N17.4	0.9687
RNA5SP96	0.9687
RNU6-1216P	0.9687
CTC-367J11.1	0.9685
CTC-523E23.14	0.9684
LINC00904	0.9684
ATG12P2	0.9684
CTD-2151A2.2	0.9683
CTD-2151A2.3	0.9683
RP11-399K21.5	0.968
RNU6ATAC30P	0.9679
RP11-831F12.4	0.9679
AC022400.1	0.9678
BMS1P4	0.9678
RP11-464F9.1	0.9678
RP11-574K11.28	0.9678
RP11-574K11.29	0.9678
RP11-793L10.1	0.9673
RN7SKP121	0.9673
RN7SKP279	0.9673
GZMM	0.967
PTGDR2	0.998029111581068
MON1A	0.9667
RN7SL455P	0.9665
NAA50	0.966
RP11-121C2.2	0.966
RP11-227D2.3	0.966
GTF2H3	0.9656
SMG7-AS1	0.9655
RP11-269F20.1	0.9654
AC005838.2	0.9653
CDRT1	0.9653
IFNL1	0.997833222062757
PSMA6P4	0.9652
RN7SL164P	0.9652
RTP3	0.9651
CHMP6	0.9649
CTD-2561B21.7	0.9649
AC078881.1	0.9648
RP11-162K11.4	0.997753267157323
AC007899.3	0.9646
DOHH	0.9645
RN7SL866P	0.9645
RP11-333J10.2	0.9644
RP11-471L13.3	0.9643
DHFRL1	0.9642
NSUN3	0.9642
RBBP4P2	0.9642
OR10H1	0.9642
ZNF861P	0.997685305487705
RP11-235G24.3	0.9641
MTND1P34	0.9639
RNA5SP305	0.9636
PAPD5	0.997621341563358
RP11-158L12.2	0.997613346072815
GAMT	0.9633
CTC-461H2.3	0.963
RP11-367F23.2	0.9629
RP11-295P9.12	0.9627
MIR571	0.9626
SNORA11B	0.9626
RP4-798A17.5	0.9625
TOP1P1	0.9625
GOLGA6L1	0.9624
RP11-566K19.3	0.9624
RP11-566K19.4	0.9624
WIZ	0.9623
RN7SL423P	0.9622
RP11-19F9.1	0.99748142047885
RP11-64K10.1	0.9621
RP5-1065P14.2	0.9619
RNU4ATAC11P	0.99743344753559
RP11-138H10.2	0.9618
RP11-724N1.1	0.9618
AL360297.1	0.9618
CTD-2562J17.9	0.9618
FZD5	0.9616
EI24	0.9615
RNU6-1156P	0.9615
STT3A-AS1	0.9615
RN7SL487P	0.9614
OR10J8P	0.9612
FTLP18	0.9611
CTD-2162K18.5	0.9611
FADD	0.9608
LRG_228	0.9608
RP11-805J14.5	0.9608
RNU6-718P	0.9604
OR1F12	0.9604
AC108696.1	0.997245553507822
OR7E122P	0.9604
AC104458.1	0.99724155576255
CTD-2044J15.2	0.997213571545648
ZNF123P	0.9597
RP11-73B8.1	0.9597
CTB-120L21.1	0.9597
RP11-436A7.1	0.9594
AC139103.1	0.999772128519515
C8ORF33	0.999772128519515
CTD-2308G16.1	0.959
AC068896.1	0.9589
HIST1H2AB	0.999752139793157
ZNF771	0.9589
OR4F14P	0.9587
OR4F15	0.9587
RPS4XP4	0.9587
ANP32BP3	0.9586
RNU6-990P	0.9584
TECRP1	0.9583
SNORD62A	0.9576
RP11-46P12.1	0.9575
GMPSP1	0.9574
OR52L2P	0.9573
MIR548AE2	0.9573
RN7SL571P	0.9573
HYPK	0.9571
MIR1282	0.9571
RP11-296A16.1	0.9571
SERF2	0.9571
SERINC4	0.9571
RP11-515E23.2	0.957
MRPL50P1	0.9569
KRT78	0.9569
RP11-153F5.3	0.9569
RP11-357F12.1	0.9568
AMBN	0.9568
ARTN	0.9567
RP11-50D9.3	0.9566
HMGN1P6	0.9564
RN7SKP260	0.9564
RP11-242C24.3	0.9564
RP11-350G8.5	0.9563
RP11-350G8.7	0.9563
RN7SKP240	0.9561
RNA5SP484	0.956
AF186192.6	0.9559
RPL21P41	0.9558
CNNM3	0.9555
SLITRK5	0.9554
ZFP62	0.9553
USP38	0.9553
RN7SL842P	0.9552
RP11-723O4.3	0.9551
RP11-307I14.3	0.9551
RNU7-145P	0.955
AC109335.1	0.9549
COPS5	0.9549
PPP1R42	0.9549
CTB-39G8.2	0.9549
RPL5P18	0.9549
YWHAZP4	0.996489979651477
CTSA	0.9547
RP3-337O18.9	0.9547
AC007401.1	0.9547
AC002076.10	0.9546
CTD-3222D19.7	0.9542
RN7SL146P	0.9542
MYOZ1	0.9541
RP11-464F9.20	0.9541
RP11-464F9.22	0.9541
C15ORF62	0.9539
TYRO3P	0.9539
SLAMF6P1	0.9537
RP11-449J1.1	0.9537
AC010240.2	0.9536
ATP6V0E1P1	0.9536
RP11-53B2.2	0.999624211944463
RP11-624D20.1	0.9533
SPINK8	0.9532
RP11-354P11.8	0.953
OR6C2	0.953
RN7SKP271	0.953
CTD-3224K15.2	0.9528
CTD-3224K15.3	0.9528
RP11-404I7.1	0.9528
RP11-705O24.4	0.9527
OR7E43P	0.9526
RNU6ATAC32P	0.9526
CDC42P5	0.9526
CTD-2587H24.1	0.9524
MT1G	0.9524
KRT8P49	0.9524
OR51C4P	0.9524
AP005273.1	0.9522
CTD-2194F12.1	0.9522
RP11-506K19.1	0.9521
RP11-705C15.3	0.9521
RP11-174J11.1	0.952
RP4-593H12.1	0.999600225472833
RP4-784A16.1	0.9518
RP11-168P8.3	0.9517
RP11-100E13.3	0.9517
AC012146.7	0.995986263747247
AC023271.1	0.9515
RP11-278C7.2	0.9514
RP11-454K7.1	0.9514
RP11-454K7.3	0.9514
CTC-441N14.1	0.9513
CTD-2373J19.1	0.9513
OTUB1	0.995958279530345
RP5-1086K13.1	0.9959222998229
EEF1A1P37	0.9508
RP11-52A20.2	0.9508
RP11-727M10.1	0.9507
AC106860.1	0.9506
RP11-423J7.1	0.95
RP11-1109M24.15	0.995750396776218
NIPA2P4	0.9499
DCAF4L2	0.9497
CTD-2555A7.3	0.995710419323502
ANO7P1	0.9497
C1ORF134	0.9497
RSG1	0.9497
RP11-255J3.2	0.9496
RP11-425I13.1	0.9956824351066
RP11-501C14.5	0.9493
RP11-501C14.6	0.9493
RP5-1024G6.8	0.995618471182253
GS1-531I17.3	0.99561047569171
AC092849.1	0.9492
TSC22D4	0.9492
RP11-403A21.1	0.9491
RP11-480D4.6	0.949
RP11-293A21.1	0.9489
HMGN1P5	0.9484
RPL8	0.9484
PDIK1L	0.9483
RNU1-44P	0.9482
AC025678.1	0.9482
RP11-602M11.3	0.9482
OR6R2P	0.9479
AC011475.1	0.9478
ILF3-AS1	0.9478
RNU6-173P	0.9475
RP11-21G20.1	0.9474
CCDC121	0.9473
GPN1	0.9473
AC004840.8	0.9469
CHST12	0.9469
RP4-607J2.1	0.9469
ATP2A1	0.9464
RP11-22P6.3	0.9464
RPL4P2	0.995234687636173
RP11-720L2.3	0.995202705674
RP11-720L2.4	0.995202705674
CTC-261N6.3	0.946
RP5-926E3.1	0.946
MFSD7	0.9459
RP11-359B20.1	0.9455
CTD-2057J6.1	0.9455
RP11-676M6.1	0.9455
ANKRD62P1	0.9455
ANKRD62P1-PARP4P3	0.9455
KB-7G2.8	0.9455
AL158077.1	0.9454
RP11-430H12.2	0.995110757532752
G6PC3	0.9452
LRG_182	0.9452
MIR585	0.945
AC139100.2	0.995042795863133
RP11-476H20.1	0.945
RP11-760D2.4	0.9449
RN7SL137P	0.9448
RP11-256I23.2	0.9448
SNORD113-6	0.9447
SNORD113-7	0.9447
SNORD113-8	0.9447
SNORD113-9	0.9447
SNORD114-1	0.9447
HOXB8	0.994966838702972
MGP	0.9442
RNU6-799P	0.994886883797538
RP11-138B4.1	0.9441
NDUFAF4P4	0.9441
RP11-97N10.1	0.994874890561723
RP11-431J17.1	0.944
PHBP7	0.994834913109007
AC009095.4	0.9438
RP11-1C8.4	0.9436
RP11-1C8.5	0.9436
RP11-1C8.7	0.9436
ZNF717	0.9436
ZFAND6P1	0.9435
EIF1	0.9433
RP11-510M2.5	0.9433
AL354764.1	0.994682998788683
KLF3P1	0.9428
ATPAF2	0.9427
GID4	0.9427
RPL5P10	0.9426
NT5C	0.9426
RP11-649A18.5	0.9426
MIR3121	0.9425
VDAC1P4	0.9425
MIR378D2	0.9424
TMEM62	0.9424
AC011298.1	0.9422
AC011298.2	0.9422
AQP12B	0.9422
MAP4K2	0.9422
CTD-2184D3.3	0.9421
RN7SL635P	0.9421
RP4-631H13.4	0.942
CTD-2503O16.3	0.942
ALMS1P	0.9417
ACTR6P1	0.9417
RP11-277J6.2	0.9417
RNU6-901P	0.9416
TPM3P2	0.994443134072383
AC012362.1	0.9415
AC012362.3	0.9415
CTD-2535P7.2	0.9413
AC100767.1	0.9413
PRKRIRP4	0.9413
AC090453.1	0.941
RP11-810P12.1	0.9409
MBIP	0.9409
RP11-135L13.4	0.9409
AC092687.5	0.9408
RP11-430L17.1	0.9405
AC083949.1	0.999356363011262
MESDC1	0.94
AC092104.1	0.94
AC092104.2	0.94
AC092104.3	0.94
MIR3683	0.94
RP4-742N3.1	0.94
RP11-256K7.1	0.9399
SLC44A2	0.994235251318257
KRT18P38	0.9398
AC006080.1	0.9397
RP11-697G4.4	0.9392
RP11-553K8.2	0.9391
RNU6-38P	0.9391
SDR42E1	0.9387
GSTO3P	0.9386
RP11-564C24.1	0.9384
AL662890.1	0.993991388856685
MPG	0.9383
Z69720.2	0.9383
RP1-228P16.1	0.938
AC024937.4	0.9379
RTF1	0.9376
RP11-368I23.3	0.993871456498535
RP11-368I23.4	0.993871456498535
OR8B3	0.9375
MIR5001	0.9373
TIGD1	0.9373
SLC25A44	0.993831479045818
RP11-73E17.3	0.9373
RP11-137L10.6	0.9372
MIR4703	0.993783506102558
TCN1	0.9366
PBOV1	0.993727537668755
RAE1	0.9364
FABP5P6	0.9364
RNU6-826P	0.993679564725495
RP11-501C14.7	0.993679564725495
CECR9	0.9359
RP11-857B24.1	0.9356
RNU1-70P	0.9355
AC012497.2	0.9355
CTC-287O8.1	0.9354
AC018470.4	0.9353
RNA5SP290	0.9353
AC020703.1	0.9351
FEM1AP2	0.9351
TERF1P2	0.9351
RP11-77P16.1	0.999176464474037
ZNF517	0.993439700009195
AC055811.1	0.9349
SCGB1D4	0.9348
MIR625	0.9346
AC011379.1	0.993383731575392
CTB-131B5.2	0.993383731575392
HTR5A-AS1	0.9344
RN7SL401P	0.9343
CTF1	0.9342
LRG_408	0.9342
MIR762	0.9342
RP11-389O22.5	0.9341
RN7SKP1	0.9341
RP11-760D2.5	0.934
RNY1P5	0.9337
RP11-831F12.3	0.993243810490883
L34079.4	0.9337
AC130709.1	0.9336
NR2E1	0.993135871368548
RP11-483A20.3	0.99311588264219
AC099759.1	0.9333
RP11-159C21.4	0.9333
RP11-521C20.2	0.9332
RP11-521C20.3	0.9332
RP4-753D10.3	0.9329
SSTR4	0.9329
CATSPERD	0.993063911953658
CTD-2193G5.1	0.9328
RP11-486E2.1	0.9326
RNU6-750P	0.9325
RP11-278I4.1	0.9323
RP11-641A6.8	0.9323
RP11-641A6.9	0.9323
RP11-138H8.3	0.9323
RP11-138H8.4	0.9323
RPL29P30	0.9323
AC008940.1	0.9322
RP11-461F11.3	0.9319
NADK2-AS1	0.9317
CD2BP2	0.9317
RP11-347C12.10	0.9317
CRYZP2	0.9316
CAMKV	0.992840038218445
RN7SL217P	0.992840038218445
SF3B14	0.9315
RN7SL34P	0.9314
RP11-624L4.2	0.9312
CYP2C56P	0.9311
AC093766.1	0.99273209909611
GAPDHP66	0.9311
RRP9	0.9311
MIR340	0.9311
RP11-100K18.1	0.992700117133936
RP11-87N24.2	0.931
RP11-19P22.10	0.9309
RP11-19P22.2	0.9309
RP11-19P22.3	0.9309
RP11-19P22.6	0.9309
CTB-52I2.3	0.9305
RP4-549F15.1	0.9305
PGBD4P7	0.9304
RP11-8P13.1	0.992580184775786
CTD-2529P6.3	0.9303
CTD-2529P6.4	0.9303
MBD3L1	0.9303
RN7SL530P	0.93
ANKRD23	0.992460252417636
ANKRD39	0.9297
SEMA4C	0.9297
CTD-2083E4.6	0.9297
SDHA	0.9297
RNF25	0.9297
RP11-212D19.5	0.99244426143655
TPRKB	0.9294
RP11-70C1.3	0.9294
RP11-247A12.2	0.998936599757737
CTD-2330K9.2	0.9291
CTD-2330K9.3	0.992304340352041
HSD11B2	0.9289
RTN3P1	0.9287
GAPT	0.9287
RP13-104F24.3	0.9284
RP11-349P19.1	0.992128439560088
LFNG	0.9282
RP11-486F17.1	0.9281
PSPC1	0.928
RN7SL166P	0.928
AC006534.2	0.9279
BCAS2	0.9279
RP11-9G1.3	0.9278
RP11-312A15.3	0.9277
RP11-323C15.2	0.9277
RNU6-770P	0.9274
RP3-466I7.1	0.9274
RP11-361K17.2	0.9274
AC084262.3	0.9274
RP11-255I10.1	0.9272
RP11-404E6.1	0.9271
YOD1	0.9269
RNU6-658P	0.9269
AC023992.1	0.9267
IFT46	0.9265
RPL5P30	0.9265
RNU6-950P	0.99174865375928
CCDC177	0.999768130774243
AC010095.7	0.9264
RP11-430L3.1	0.991680692089661
RP11-485O10.2	0.9261
RP11-384C4.2	0.9261
SNORA16B	0.9261
RN7SL148P	0.926
APITD1	0.9259
APITD1-CORT	0.9259
CORT	0.9259
NMD3P2	0.9259
TARDBPP1	0.99155676198624
CTD-2643K12.1	0.9254
RP11-485O14.1	0.991488800316621
RP11-889L3.4	0.925
RP3-337D23.3	0.991372865703743
RP11-351O1.4	0.9248
OTUD4	0.9248
CASP3P1	0.9248
RP11-215G15.5	0.9245
RP11-54F2.1	0.9245
RNU6-838P	0.9245
RNU6-868P	0.9245
RNU6-129P	0.9242
RP11-543B16.1	0.9241
RP11-372M18.2	0.9239
RN7SKP119	0.9239
RP3-333A15.2	0.991144994223258
RP11-646E18.3	0.9235
ZBTB26	0.998696735041437
ZBTB6	0.998696735041437
MIR5191	0.9232
AC004079.1	0.923
RN7SL53P	0.9229
RNU6-902P	0.9229
RP11-383C5.5	0.9229
POP5	0.9228
RN7SL85P	0.9224
RN7SL160P	0.990877145290056
VARS	0.9223
CTD-2083E4.4	0.9223
ALDH6A1	0.998628773371818
RP3-380B8.4	0.998612782390732
AK4P4	0.990721233224461
AC090673.1	0.9216
RNU6-720P	0.9215
ECHDC2	0.990609296356855
MIR1273F	0.990609296356855
MIR1273G	0.990609296356855
MIR5095	0.990609296356855
RP4-631H13.5	0.9213
RNU6-830P	0.990593305375768
RP11-387D10.3	0.9213
RP11-1008C21.2	0.990577314394681
ZNF16	0.998580800428558
RP3-395M20.8	0.9211
CTRC	0.990529341451421
AC006035.1	0.921
RP11-196O16.1	0.921
MIR3665	0.921
RP11-438N5.2	0.9209
RP11-434O22.2	0.9209
RNU4-7P	0.9208
RNA5SP183	0.9207
C16ORF71	0.9207
RP11-127I20.7	0.9207
RP11-15B24.2	0.9206
ADAP1	0.9205
PALM3	0.9204
RP11-575M4.1	0.9203
LINC00444	0.9203
RP11-589B3.6	0.990257494772948
RP11-780M14.1	0.9199
RP11-360A18.2	0.990225512810775
RP11-255E6.5	0.9196
RNU6-74P	0.9193
RP11-443N24.1	0.9193
RP11-214N9.1	0.9193
CTD-2622I13.3	0.9192
ZBTB7A	0.9192
RP11-598O8.1	0.990109578197896
RP11-787I22.3	0.9191
GS1-69O6.1	0.990089589471538
AL133260.1	0.990017630056648
HSPA8P16	0.9187
RP11-457P14.6	0.9183
AC103563.8	0.9183
RP11-521J24.1	0.9182
AC006026.10	0.9182
HMGB3P8	0.9182
CTB-179K24.3	0.989837731519423
GEMIN7	0.989837731519423
ZNF296	0.918
ACTBP13	0.918
MST1R	0.989833733774151
C11ORF57	0.9179
TIMM8B	0.9179
CNP	0.9179
RNU6-1	0.9177
RP11-34F13.2	0.9177
CTD-2377O17.1	0.98975777661399
FAM109A	0.9172
RP3-473L9.4	0.989605862293666
MARS2	0.9171
PSMC1P10	0.989561887095678
AC107016.2	0.9169
KRT8P7	0.9169
AC034198.7	0.9168
AC093700.1	0.9168
RP11-815N9.2	0.9168
RP4-737E23.2	0.989489927680788
MIR4277	0.9166
LINC00460	0.9166
RP11-71G12.1	0.9164
RP11-44M6.3	0.9162
RNU6-65P	0.989290040417205
F12	0.9155
LRG_145	0.9155
RP5-1024N4.2	0.989218081002315
RN7SL524P	0.9155
RP11-12M5.1	0.989186099040141
AC104037.1	0.9154
RP11-855A2.3	0.9151
RN7SL713P	0.9151
RP11-113D6.10	0.9151
RP11-1136G4.1	0.9148
AC005007.3	0.989078159917806
RP11-123I22.1	0.9148
RP1-59D14.1	0.98906216893672
SGOL1-AS1	0.98903818246509
RP11-323K10.1	0.989030186974546
CTD-2537L20.1	0.9146
SIDT2	0.988986211776558
LYPLA1P3	0.9143
RP11-25B7.1	0.9141
RP11-479I16.2	0.914
CORO6	0.9139
ATP6V0CP2	0.9139
RAB11FIP2	0.9138
RP11-354M20.3	0.9138
CTC-360P9.1	0.988826301965691
RP11-353N14.4	0.9137
RNA5SP28	0.9135
RNU6-852P	0.98879831774879
TRBV6-5	0.9132
TRBV7-4	0.9132
DNAJA2	0.9132
RP11-100G15.7	0.9131
AC080094.1	0.913
FAF2P1	0.9126
LRG_44	0.988514477834501
RP11-185E8.1	0.988494489108143
RP11-343H5.6	0.9884864936176
ZNF76	0.9122
RP11-844P9.3	0.9119
BX470102.3	0.9117
S100A3	0.9117
S100A4	0.9117
S100A5	0.9117
S100A6	0.9117
RPL4P1	0.9117
TRAV5	0.9117
RP11-610J23.1	0.988290604099288
RP11-364M6.1	0.99805709579797
CD46P1	0.911
ARL14	0.911
AL606519.1	0.9108
AC002064.4	0.98815068301478
IGLV9-49	0.9107
LL22NC03-80A10.11	0.9107
RP11-64I17.1	0.988130694288421
BPTF	0.998017118345253
RPS17L	0.9101
RP1-179N16.3	0.91
AC011247.3	0.987970784477555
CTC-563A5.4	0.9098
RPS15AP18	0.987898825062665
RP11-568N6.1	0.9097
MIR3137	0.9094
SLC25A40	0.9092
TIAF1	0.987754906232885
RP11-495K9.5	0.987710931034896
BZW1P1	0.9088
CTB-1I21.1	0.9087
PIP	0.9087
SLC9A7P1	0.9086
DLX5	0.9085
PA2G4	0.997925170204005
RP11-603J24.17	0.997925170204005
RP11-603J24.9	0.997925170204005
RP11-627G18.1	0.987563014459845
CTD-3032J10.3	0.987499050535498
MRPS21P8	0.987483059554411
NYAP1	0.98745507533751
RN7SL122P	0.908
RP11-524K14.1	0.987439084356423
RP1-137K24.1	0.908
HSPA1L	0.9079
LSM2	0.987427091120608
AL353671.4	0.9079
DPP3	0.987395109158435
CTA-363E6.5	0.98738311592262
CTD-2613O8.1	0.9076
OR10J7P	0.987319151998273
RP11-230B22.1	0.9872871700361
IER5	0.9072
RP11-309G3.3	0.9072
SOX5P	0.987135255715776
KRT8P25	0.9068
AC069280.1	0.9066
RP11-3P22.1	0.9066
LINC00919	0.9066
AC013436.6	0.9066
RNU6-291P	0.9065
RPL39P6	0.9065
AC073255.1	0.987015323357626
CCDC94	0.9059
AC022154.7	0.9059
FAM83E	0.9059
RPL18	0.9059
SPACA4	0.9059
RN7SL720P	0.986891393254205
AC015871.1	0.9058
RNU6-678P	0.9055
RP11-955H22.2	0.986795447367685
RP11-616K22.2	0.9054
NCKAP5L	0.9052
RP11-818F20.5	0.986727485698066
