gene	p	score
RNA5SP398	0.9796	-2.04555675376863
RP11-561N12.2	0.9796	-2.04555675376863
AL034553.1	0.9794	-2.04151162071801
RNU6-1120P	0.9794	-2.04151162071801
DHH	0.9793	-2.03950151677005
RP11-386G11.8	0.9793	-2.03950151677005
MIR1208	0.979	-2.03352014925305
C9ORF96	0.9789	-2.03154242928314
POTEA	0.9782	-2.01791609986938
AL353898.1	0.9782	-2.01791609986938
LDLRAD1	0.9782	-2.01791609986938
RP4-758J24.5	0.9782	-2.01791609986938
RP11-244F12.3	0.999195196166341	-3.15416008230275
HSPA8P16	0.9781	-2.01599976847751
RP11-46P12.1	0.978	-2.01409081201814
RNU4-72P	0.978	-2.01409081201814
RP11-40C11.2	0.978	-2.01409081201814
AL353707.1	0.9779	-2.01218916704117
AC122136.1	0.9779	-2.01218916704117
RP11-1084J3.1	0.9776	-2.00652747889392
AC006946.17	0.9774	-2.0027884510583
PIM1	0.9773	-2.00092938810157
FCF1P6	0.9771	-1.99723187448175
HMGB1P45	0.9771	-1.99723187448175
AC027811.1	0.977	-1.99539331016782
PAXIP1-AS2	0.9761	-1.97914218552232
RP1-202I21.3	0.9761	-1.97914218552232
ZNF181	0.9752	-1.96339753526866
CTD-2192J16.21	0.9752	-1.96339753526866
RP11-324J13.1	0.9747	-1.9548565860955
CTC-367J11.1	0.9747	-1.9548565860955
RP11-711M9.1	0.9746	-1.95316539582895
SPTLC1P3	0.9745	-1.95147977347586
IGLCOR22-2	0.9745	-1.95147977347586
RFPL3	0.9745	-1.95147977347586
RPL26P30	0.9745	-1.95147977347586
RP11-55K22.2	0.9745	-1.95147977347586
UBE2FP2	0.9743	-1.94812506777595
AP002954.6	0.9743	-1.94812506777595
CTC-325H20.4	0.9743	-1.94812506777595
OR7H1P	0.9743	-1.94812506777595
ZNF699	0.9743	-1.94812506777595
RNA5SP273	0.9742	-1.946455903223
AL132772.1	0.9741	-1.94479214415721
RP11-486E2.1	0.974	-1.94313375110507
CTC-287O8.1	0.9736	-1.93655306481352
RNA5SP162	0.9734	-1.93329392314083
PACS2	0.9733	-1.93167202304412
RP11-989F5.1	0.9732	-1.93005518846371
RP11-989F5.3	0.9732	-1.93005518846371
RPEL1	0.9731	-1.92844338365645
MED15P5	0.9731	-1.92844338365645
RP11-267M23.6	0.9729	-1.92523472230683
RP4-798A10.2	0.9729	-1.92523472230683
RN7SKP46	0.9727	-1.92204576064532
PPP4C	0.9726	-1.92045858182966
AC015977.5	0.9724	-1.91729866064281
C11ORF54	0.9723	-1.91572585229298
ZWINT	0.9723	-1.91572585229298
MIR5585	0.9723	-1.91572585229298
TMEM39B	0.9723	-1.91572585229298
AC004938.5	0.9722	-1.91415776869467
CTB-85P21.1	0.9721	-1.91259437771365
CD2BP2	0.9721	-1.91259437771365
RP11-347C12.10	0.9721	-1.91259437771365
EIF3A	0.9719	-1.90948154672909
RPL17P43	0.9718	-1.90793204410582
LRRC37A11P	0.9718	-1.90793204410582
AC103563.3	0.9718	-1.90793204410582
AC103563.4	0.9718	-1.90793204410582
AC103563.5	0.9718	-1.90793204410582
RP11-881L2.1	0.9717	-1.9063871088513
RPL7P4	0.9715	-1.903310818709
RP11-192C21.1	0.9714	-1.90177940372474
RP11-366O20.5	0.9714	-1.90177940372474
RNU6-668P	0.9713	-1.90025243590786
SPATA25	0.9713	-1.90025243590786
ZSWIM1	0.9713	-1.90025243590786
AC009404.2	0.9712	-1.89872988596458
CTD-2026D20.2	0.9712	-1.89872988596458
RP3-508D13.1	0.998610886533684	-2.99126674651439
PDCD5	0.9702	-1.88374113046862
RNU6-497P	0.9701	-1.8822653251977
RNA5SP120	0.97	-1.88079360815125
DALRD3	0.998581487306884	-2.9848660393488
IMPDH2	0.998581487306884	-2.9848660393488
MIR191	0.998581487306884	-2.9848660393488
MIR425	0.998581487306884	-2.9848660393488
NDUFAF3	0.998581487306884	-2.9848660393488
D86994.2	0.97	-1.88079360815125
IGLV2-28	0.97	-1.88079360815125
IGLV3-26	0.97	-1.88079360815125
IGLV3-27	0.97	-1.88079360815125
IGLV3-29	0.97	-1.88079360815125
IGLVVI-25-1	0.97	-1.88079360815125
KIF20A	0.97	-1.88079360815125
RP11-173A8.2	0.9699	-1.87932595357161
AC018804.6	0.9699	-1.87932595357161
MZT2B	0.9699	-1.87932595357161
TUBA3E	0.9699	-1.87932595357161
AC097103.1	0.9692	-1.86916400815667
ACTG1P1	0.9692	-1.86916400815667
DCTN1-AS1	0.9692	-1.86916400815667
AL603910.1	0.9691	-1.86772795509742
AC022400.1	0.969	-1.86629574345811
BMS1P4	0.969	-1.86629574345811
RP11-464F9.1	0.969	-1.86629574345811
RP11-574K11.28	0.969	-1.86629574345811
RP11-574K11.29	0.969	-1.86629574345811
AAED1	0.969	-1.86629574345811
CTD-2319I12.3	0.969	-1.86629574345811
AL591704.7	0.9687	-1.86202192395843
S100A8	0.9687	-1.86202192395843
FTH1P21	0.998427141366182	-2.95312777419781
OR5M4P	0.9686	-1.86060484597619
RP4-555D20.2	0.9683	-1.8563758816774
LINC00423	0.998408766849432	-2.94954072186593
OR5S1P	0.9678	-1.84940052289383
LINC00029	0.9676	-1.84663540009917
DNASE1L2	0.9676	-1.84663540009917
RP11-304L19.11	0.9676	-1.84663540009917
RP11-304L19.12	0.9676	-1.84663540009917
RP11-864I4.3	0.9675	-1.8452581167555
RP11-864I4.4	0.9675	-1.8452581167555
RP11-73K9.3	0.9675	-1.8452581167555
TIFA	0.9675	-1.8452581167555
MRPS10P1	0.9675	-1.8452581167555
RP11-13A1.1	0.9675	-1.8452581167555
OR8F1P	0.9675	-1.8452581167555
OR8G3P	0.9675	-1.8452581167555
MTND4P14	0.9671	-1.83978369608718
MTND5P14	0.9671	-1.83978369608718
RP11-39K24.12	0.9671	-1.83978369608718
RP11-39K24.13	0.9671	-1.83978369608718
RP11-39K24.14	0.9671	-1.83978369608718
AC131012.1	0.9669	-1.83706703441328
GS1-388B5.1	0.9668	-1.83571377222154
GS1-388B5.2	0.9668	-1.83571377222154
OR6Q1	0.998291169942231	-2.92743907664817
RNU6-899P	0.998291169942231	-2.92743907664817
AC015977.6	0.99828749503888	-2.92677097712787
RP11-452G18.2	0.9665	-1.83167403040018
PPIAP17	0.9664	-1.83033406850281
CCL3	0.9663	-1.82899738492915
OR10Y1P	0.9662	-1.82766396130033
SLC16A11	0.9661	-1.82633377939477
RP11-1191J2.4	0.966	-1.8250068211464
CTB-111F10.1	0.966	-1.8250068211464
AC090015.1	0.9658	-1.82236250412365
RBM14-RBM4	0.9658	-1.82236250412365
RBM4	0.9658	-1.82236250412365
MIR3664	0.9657	-1.82104510997865
AC004893.11	0.9657	-1.82104510997865
AL079342.1	0.9657	-1.82104510997865
NIT2	0.9656	-1.81973086874614
AC013731.1	0.9655	-1.81841976311127
RP11-288K12.1	0.9655	-1.81841976311127
RP1-6P5.2	0.9654	-1.81711177590434
RNU6-1188P	0.9654	-1.81711177590434
RNU6-727P	0.9653	-1.81580689009922
RPS15AP12	0.998158873421629	-2.90417241740195
AC091866.1	0.9651	-1.81320635529785
RNU6-480P	0.9651	-1.81320635529785
FLJ00418	0.965	-1.8119106729526
LINC00866	0.9649	-1.81061802530804
ATRAID	0.9648	-1.809328396032
RP11-122K13.14	0.9647	-1.80804176892647
RP11-171N4.3	0.9647	-1.80804176892647
AL355885.1	0.9647	-1.80804176892647
RP11-68L18.1	0.9647	-1.80804176892647
SERP2	0.9644	-1.80419974063514
ADIPOR1P1	0.9644	-1.80419974063514
RP11-108B14.1	0.9644	-1.80419974063514
NMD3P2	0.9643	-1.80292496286435
AC073657.1	0.964	-1.79911810683797
AC117834.1	0.964	-1.79911810683797
CCNI2	0.9638	-1.7965946145384
RP11-173D9.1	0.9638	-1.7965946145384
RP11-296E23.2	0.9636	-1.79408251138
RP11-268P4.4	0.9636	-1.79408251138
AC004832.1	0.997938379220626	-2.86857597672629
RP4-539M6.18	0.997938379220626	-2.86857597672629
RP4-539M6.22	0.997938379220626	-2.86857597672629
IGHV1-58	0.9632	-1.78909200213584
IGHV3-57	0.9632	-1.78909200213584
IGHV3-60	0.9632	-1.78909200213584
IGHV4-59	0.9632	-1.78909200213584
AL358333.1	0.9631	-1.78785131082598
RP11-463J10.3	0.9631	-1.78785131082598
DYDC1	0.9631	-1.78785131082598
RP11-36D19.8	0.9631	-1.78785131082598
CNBP	0.963	-1.78661336549347
AC105761.1	0.9629	-1.78537815212118
RNU6-685P	0.9629	-1.78537815212118
AC104457.1	0.9629	-1.78537815212118
BCAS2P2	0.9629	-1.78537815212118
RP11-177J6.1	0.9628	-1.78414565680127
RP11-488I20.3	0.9628	-1.78414565680127
AL589642.1	0.9628	-1.78414565680127
RP11-555J4.4	0.9628	-1.78414565680127
TAF1L	0.9628	-1.78414565680127
RNU6-738P	0.9628	-1.78414565680127
RNU6-69P	0.9628	-1.78414565680127
RP11-465L8.1	0.9627	-1.78291586573397
CTD-3179P9.2	0.9626	-1.78168876522653
RP11-297L17.3	0.9625	-1.78046434169203
RPS12P10	0.997795057989975	-2.84724910319662
PSMA3	0.9622	-1.77680699862205
CTB-50L17.16	0.9616	-1.76956280283545
RN7SL528P	0.9616	-1.76956280283545
RP11-59H7.1	0.9614	-1.76716857990825
CALCA	0.9614	-1.76716857990825
LRG_13	0.9614	-1.76716857990825
RP11-7O20.4	0.9614	-1.76716857990825
ZNF221	0.9607	-1.758867597033
RN7SL150P	0.9606	-1.75769158758666
RNA5SP332	0.9606	-1.75769158758666
RP11-558A11.3	0.9606	-1.75769158758666
RNU6-880P	0.9606	-1.75769158758666
LINC00563	0.9605	-1.75651800401191
RNU6-642P	0.9604	-1.75534683471147
FRG1	0.9604	-1.75534683471147
FTH1P6	0.997545164562172	-2.81290136416921
OR5AC4P	0.997526790045422	-2.81050253619919
POU5F1P7	0.9598	-1.74836987978295
RP11-275F13.1	0.9594	-1.74376543486478
TLR2	0.9592	-1.74147700819607
RP3-522P13.2	0.99741286804157	-2.79597976993806
OGN	0.9591	-1.7403362065223
CYP51A1	0.999724382248747	-3.45453850176736
AL591704.5	0.99739081862147	-2.79323586013131
RP5-914P20.5	0.99737611900807	-2.79141820253418
RP11-513O17.3	0.9588	-1.73692732255375
PSMD10P1	0.99737244410472	-2.79096522573843
OR4T1P	0.9586	-1.73466589759435
RNA5SP380	0.9586	-1.73466589759435
RP11-744O11.2	0.9584	-1.73241330914918
CTD-2011F17.2	0.9582	-1.73016947708826
AC079235.1	0.9581	-1.72905081996447
LINC00919	0.958	-1.72793432238842
LINC00375	0.997280571520969	-2.77982279020068
CTD-2195M15.3	0.9578	-1.72570776711288
PSMC1P5	0.9577	-1.72459769019608
HYALP1	0.9577	-1.72459769019608
RN7SL859P	0.9577	-1.72459769019608
ACTN4P2	0.9576	-1.72348973439115
AC132803.1	0.9574	-1.72128014839951
RP11-624D20.1	0.9572	-1.71907893434186
CTD-2256P15.2	0.9571	-1.71798144369088
MARCH6	0.99999632509665	-4.48329831682759
RP11-810D13.1	0.9571	-1.71798144369088
RP11-395I6.2	0.9568	-1.71470132787058
RP11-94B19.2	0.9568	-1.71470132787058
RP11-94B19.3	0.9568	-1.71470132787058
RP11-94B19.4	0.9568	-1.71470132787058
RP11-94B19.7	0.9568	-1.71470132787058
RP11-454L1.2	0.9568	-1.71470132787058
EIF4A2P3	0.9568	-1.71470132787058
RP11-96O20.2	0.9564	-1.71035633646166
CTD-2033C11.1	0.9563	-1.70927511838171
RP11-96K19.5	0.956	-1.70604339688896
ARC	0.956	-1.70604339688896
AC110056.1	0.9559	-1.70497010550401
CTD-2063L20.1	0.9559	-1.70497010550401
DPM1	0.999672933601846	-3.40811517019454
MOCS3	0.996993929059666	-2.74711844017811
RP11-7O14.1	0.9554	-1.69963288883676
RN7SL285P	0.9553	-1.69857123569539
TRGC2	0.9552	-1.69751149358112
RP11-795H16.2	0.9551	-1.69645365444057
RP11-350A1.2	0.9548	-1.6932914751017
RP11-580I1.2	0.9548	-1.6932914751017
RP3-461P17.6	0.9547	-1.69224116835161
WFDC6	0.9547	-1.69224116835161
RP11-19P22.7	0.9543	-1.68805849885612
RPL5P27	0.999643534375046	-3.38455734548961
RARRES3	0.9539	-1.68390515467265
LINC00508	0.9539	-1.68390515467265
RPL5P17	0.9539	-1.68390515467265
CTD-2331D11.4	0.9539	-1.68390515467265
RP11-326I11.1	0.9536	-1.6808091026708
MIR4524B	0.999948551353099	-3.88365639461594
MIR26A1	0.9531	-1.67568453809775
OR4A21P	0.9531	-1.67568453809775
OR7E111P	0.953	-1.67466488902432
RP11-963H4.2	0.953	-1.67466488902432
SPA17P1	0.996611739111261	-2.70763150435263
RNA5SP105	0.9526	-1.67060360482906
RN7SL679P	0.9523	-1.66757562667973
RNU6-1143P	0.9521	-1.66556543719134
RNU6-1047P	0.9518	-1.66256271375821
LRG_204	0.996387570006909	-2.68629809091249
SGCB	0.996387570006909	-2.68629809091249
MIR593	0.9514	-1.6585822547997
SLC25A20	0.9513	-1.65759123503884
AC015923.1	0.996325096649958	-2.68056464408629
RP11-269G24.3	0.996325096649958	-2.68056464408629
CTB-25J19.9	0.9508	-1.65266039030791
CTD-2283N19.1	0.9507	-1.6516790286793
MIR4263	0.9507	-1.6516790286793
RP11-296C13.1	0.9506	-1.65069925516085
ZNF771	0.9506	-1.65069925516085
RP11-244K5.7	0.9505	-1.64972106368336
ULBP2	0.9505	-1.64972106368336
RP11-23P13.4	0.999559011597995	-3.32569721745557
STAG3L4	0.9504	-1.64874444821306
RNA5SP465	0.9504	-1.64874444821306
ZNF433	0.9504	-1.64874444821306
RP11-84O12.3	0.9504	-1.64874444821306
AL117337.1	0.9502	-1.64679592133418
RP11-147I3.1	0.9501	-1.64582399803256
OR1X5P	0.95	-1.64485362695147
AC093642.4	0.9499	-1.64388480223003
CXCL3	0.9499	-1.64388480223003
C12ORF61	0.9496	-1.6409875481198
MIRLET7I	0.9496	-1.6409875481198
AL354984.1	0.9495	-1.64002485089967
RP1-145M24.1	0.9494	-1.63906367123619
RP11-271K11.1	0.9494	-1.63906367123619
RP1-144C9.2	0.9489	-1.63428033921788
PPP1R11P1	0.996027429478605	-2.65439224622492
RP11-293F5.8	0.9489	-1.63428033921788
RP11-16F15.4	0.9486	-1.63142819322333
CTC-273B12.10	0.9486	-1.63142819322333
LMTK3	0.9486	-1.63142819322333
AC113607.2	0.9485	-1.63048042059242
AC012445.1	0.9483	-1.6285892570519
C7ORF61	0.9481	-1.62670390028542
RN7SL161P	0.9481	-1.62670390028542
CTD-2014B16.2	0.9481	-1.62670390028542
RP1-187B23.1	0.9481	-1.62670390028542
RP11-61F5.1	0.9476	-1.62201563714592
MIR626	0.9474	-1.62015027472877
HSA-MIR-3181	0.9474	-1.62015027472877
RP11-327F22.1	0.9474	-1.62015027472877
RP11-327F22.2	0.9474	-1.62015027472877
FTSJ3	0.9473	-1.61921970371338
PSMC5	0.9473	-1.61921970371338
SMARCD2	0.9473	-1.61921970371338
RP11-281P11.1	0.995693013273751	-2.62700631847918
CTD-3023L14.1	0.995681988563701	-2.62613629875014
CTD-3023L14.3	0.995681988563701	-2.62613629875014
RP11-343B22.2	0.995674638757001	-2.62555738801965
MIR147A	0.9468	-1.61458775003232
RP11-680L20.1	0.9467	-1.61366550491048
CBY1	0.9465	-1.61182512114663
RP3-508I15.10	0.9465	-1.61182512114663
RP3-508I15.9	0.9465	-1.61182512114663
RNU7-141P	0.9463	-1.60999018051664
CTD-3105H18.8	0.9463	-1.60999018051664
CTC-451A6.5	0.9462	-1.60907473940943
DDX3YP3	0.9461	-1.60816064477617
RP11-445N20.3	0.9461	-1.60816064477617
RP11-728K20.1	0.9461	-1.60816064477617
RP11-728K20.3	0.9461	-1.60816064477617
GSS	0.946	-1.60724789190022
PAPPA-AS2	0.995490893589499	-2.61136294221806
C5ORF48	0.9454	-1.60179929056905
RP11-395C3.1	0.9454	-1.60179929056905
CTD-3187F8.12	0.9454	-1.60179929056905
RP11-51F16.5	0.9454	-1.60179929056905
RP11-713M15.1	0.999430389980744	-3.25367631783878
RP11-510M2.5	0.9453	-1.6008958000229
ZNF781	0.9453	-1.6008958000229
CTD-3064H18.1	0.9452	-1.59999361439331
AC093702.1	0.9452	-1.59999361439331
YBX2	0.9451	-1.59909272918413
AC079949.1	0.9449	-1.5972948421603
RNA5SP107	0.9446	-1.5946076537233
KLF17P1	0.9441	-1.59015442774199
GPR4	0.995285099001896	-2.59606574502772
SNORD118	0.9438	-1.5874975562575
RP11-173M1.3	0.9437	-1.58661441777265
RPS16P8	0.9437	-1.58661441777265
RP11-138I1.4	0.995171176998045	-2.5878520191636
UBB	0.995171176998045	-2.5878520191636
AC013283.1	0.9432	-1.58221717876059
RP11-390P2.2	0.9431	-1.58134139297347
OR51A2	0.943	-1.58046681839936
RP11-507K13.6	0.943	-1.58046681839936
RP11-548N1.1	0.9428	-1.57872128685973
TSSC2	0.9428	-1.57872128685973
COX6B1P1	0.9426	-1.57698055228261
SUB1P2	0.9425	-1.57611197398666
LRFN4	0.9425	-1.57611197398666
C9ORF142	0.995020505960693	-2.57725004194257
CLIC3	0.9425	-1.57611197398666
LCNL1	0.995020505960693	-2.57725004194257
PTGDS	0.995020505960693	-2.57725004194257
RP11-112L7.1	0.9422	-1.57351334817535
HNRNPH1P1	0.9422	-1.57351334817535
RNU4ATAC18P	0.9422	-1.57351334817535
AC099048.1	0.9422	-1.57351334817535
RNU6-960P	0.942	-1.57178681650986
RNU6-743P	0.9419	-1.5709253048343
AL022341.1	0.9414	-1.56663513670696
AL022341.3	0.9414	-1.56663513670696
FAM195A	0.9414	-1.56663513670696
RP11-8L8.2	0.9413	-1.56578055494399
OR4F6	0.9413	-1.56578055494399
RP11-1365D11.1	0.994796336856341	-2.56199351129783
RP11-245P10.8	0.941	-1.56322364686628
AC012363.10	0.9409	-1.56237361107743
AC012363.7	0.9409	-1.56237361107743
AC012363.8	0.9409	-1.56237361107743
MTND3P10	0.9409	-1.56237361107743
MTND4P26	0.9409	-1.56237361107743
MTND5P28	0.9409	-1.56237361107743
TMEM185B	0.9409	-1.56237361107743
AL136376.1	0.9409	-1.56237361107743
FAM206BP	0.99471181407929	-2.55639258731371
RPL6P12	0.9408	-1.56152470270165
AC011385.1	0.9407	-1.56067691814216
ETF1	0.9407	-1.56067691814216
BSCL2	0.94	-1.55477359459685
GNG3	0.94	-1.55477359459685
RPS20P24	0.94	-1.55477359459685
LINC01035	0.9396	-1.55142444846713
OR8T1P	0.9391	-1.54726233572893
AC015688.3	0.9388	-1.5447778779039
RP11-19P22.8	0.9388	-1.5447778779039
RNU6-305P	0.999276044040042	-3.18492567204169
TRGV2	0.9386	-1.5431268551963
MIR3121	0.9382	-1.53983737113084
VDAC1P4	0.9382	-1.53983737113084
RP3-521E19.3	0.9382	-1.53983737113084
LRG_101	0.9381	-1.53901759837794
RFX5	0.9381	-1.53901759837794
RP11-126K1.6	0.9381	-1.53901759837794
FNTAL1	0.938	-1.53819885858406
RP11-12D16.2	0.938	-1.53819885858406
PRR13	0.938	-1.53819885858406
RP4-635E18.8	0.9379	-1.53738114860187
APOA5	0.9378	-1.53656446529862
RP11-315D13.1	0.9378	-1.53656446529862
AC111200.2	0.9374	-1.53330793672687
ANAPC1P1	0.9374	-1.53330793672687
AL109806.1	0.9374	-1.53330793672687
FAM209A	0.994252451160535	-2.52727645735103
KRT18P38	0.9374	-1.53330793672687
RP11-173P15.3	0.9373	-1.53249634033252
MRPS36P5	0.9369	-1.5292600063388
AC006130.1	0.9369	-1.5292600063388
AC006130.4	0.9369	-1.5292600063388
RP11-758B24.1	0.9368	-1.52845342067541
FKBP7	0.9366	-1.52684322585767
CTA-797E19.1	0.994076055799732	-2.5166427807405
RP11-167N4.5	0.936	-1.52203624173586
FBXO38	0.994002557732732	-2.51229478582788
AC104066.1	0.9359	-1.52123848889991
RP11-308N19.5	0.9358	-1.52044170302153
ZFAND5	0.9358	-1.52044170302153
MIR3942	0.9358	-1.52044170302153
RNU4-74P	0.9357	-1.51964588125481
NEK4	0.9357	-1.51964588125481
AL132709.3	0.9356	-1.51885102076661
MIR1185-2	0.9356	-1.51885102076661
MIR381	0.9356	-1.51885102076661
MIR381HG	0.9356	-1.51885102076661
MIR487A	0.9356	-1.51885102076661
MIR487B	0.9356	-1.51885102076661
