gene	p	score
GNAI2	0.0133204872451937	2.21673837972718
KLHL12	0.0144758356287054	2.18414396061606
ANXA1	0.0155072539087955	2.15688651599506
RAB7L1	0.01553	2.15630316885066
RCN2	0.0164827037550821	2.13250434703885
VWA9	0.01693	2.12173497308064
CGN	0.0171783114323522	2.11586109821244
OR1Q1	0.0172742573188721	2.11361089385279
RAB4A	0.0177739754778306	2.10206079098465
KLK4	0.0178019596947322	2.10142221682276
OR5M10	0.01831	2.08997550649541
COPB2	0.0183376575611355	2.08936015511739
LRG_97	0.0183576462874938	2.08891591918205
PUM1	0.0189613058235155	2.07569021360628
MCHR2	0.0190212720025905	2.07439604855049
CCK	0.0195889518311673	2.0623134464775
GNG7	0.0199087714529006	2.05563674805199
ARHGAP15	0.0199367556698022	2.05505687777517
GTF2H1	0.0205	2.04353000743986
ANGPT2	0.0208162596295689	2.03717488941052
CDH3	0.0216198064291739	2.02138802976684
RBBP8	0.021631799664989	2.02115618876381
RPS28	0.022423353228779	2.00608943874209
OR13F1	0.0225872607849174	2.00302577878984
ANKRD44	0.0230749857080607	1.99401906179982
EIF4E	0.0231989158114824	1.99175604058655
DNA2	0.0232588819905574	1.99066468216357
TAS2R4	0.0233028571885456	1.98986585694711
RCC2	0.02376	1.9816359548557
GPR68	0.023922507705654	1.97874241025918
MIR4647	0.02396	1.9780771844336
SDF4	0.0242143431104856	1.97358732431203
CTBP1	0.0244302213551557	1.96980744760173
PAPSS2	0.0251218312871541	1.95788368636959
FANK1	0.0252737456074774	1.95530152584415
RAB18	0.02606	1.94214127470416
FOXA1	0.02613	1.94098579819004
MYH11	0.0261332608408857	1.94093203524943
CACNA2D2	0.0261492518219724	1.94066846598072
MED1	0.02624	1.93917526844299
PIK3CA	0.0269368076404908	1.92785137568621
ITPR1	0.0272286430453225	1.92318129042187
SMC3	0.02724	1.92300039699983
CDK2	0.0282360748537824	1.90737418593601
PSMB7	0.0287597794843708	1.89934173415751
OR9K2	0.0310424920344925	1.86568832480286
OR10V1	0.0328814548594593	1.84003628939259
GALR1	0.0335930535178159	1.83042704255005
MTNR1A	0.033617039989446	1.83010606655363
GNAT3	0.036171599218041	1.79695226373052
GNAQ	0.0384503140228911	1.76895953283149
CCR9	0.0391139397379878	1.76106217914697
OR7C1	0.04267	1.72050877496994
LPAR1	0.0428198496048229	1.71886092205235
OR10K2	0.0434554911030179	1.7119223340319
OR10P1	0.046022043567428	1.6847123264978
OR5J2	0.05121	1.63323300931151
OR51F2	0.0585070020508434	1.56743090828502
OR2B6	0.0587	1.56578055494399
OR7A5	0.0596343662174533	1.55785032781898
OR3A3	0.0692	1.48177565086328
OR5M9	0.0740462379218121	1.44630213985182
OR1L6	0.07531	1.43734495892153
OR10G2	0.0760571037934605	1.43210348385015
OR1A1	0.0779200530900572	1.4192020922178
OR1D2	0.07957	1.40796984293246
OR2B11	0.0812981478446156	1.3963926218581
OR1E1	0.082961209877629	1.3854254294332
OR4C5	0.09652	1.30163847723093
OR7G2	0.108598750304828	1.23401450146789
OR51A4	0.1087	1.23347124096181
OR1J2	0.109258378274653	1.23048175112684
OR10K1	0.125629145162129	1.14729845989419
OR5AK2	0.1257	1.14695553140098
OR5I1	0.126100879104185	1.14501786210731
OR1F1	0.126440687452277	1.1433787415161
OR14A16	0.13316489499922	1.11155439520222
OR5D16	0.133804534242687	1.10858542515565
OR1A2	0.138441918757821	1.08734620119409
OR56A1	0.142567591878181	1.06885461820729
OR4D11	0.149	1.04073188646754
OR6C1	0.149135887359529	1.04014664661386
OR51S1	0.151734421786113	1.02902304993798
OR1G1	0.153569386865808	1.02124416260669
OR5M1	0.1703	0.952980403005067
OR2M2	0.1772	0.926088480507388
OR7D4	0.183000787555819	0.903988357105892
OR10T2	0.187358329901935	0.887673025521585
OR56A4	0.194126512646867	0.862789841767841
OR2A4	0.1943	0.862159050932169
OR52M1	0.195401793388529	0.858160965790659
OR2Y1	0.196513166574052	0.854141967321516
OR7A17	0.205292215190632	0.822865593762477
OR3A1	0.2065	0.818625699073495
OR10R2	0.207846774419228	0.813915171242554
OR5M11	0.2079	0.813729378641471
OR2D3	0.209126052906161	0.809457384666187
OR10AD1	0.2102	0.80572748162922
OR4C12	0.216	0.785773831524484
OR10H5	0.2204	0.770842993672513
OR11H4	0.221742936983541	0.766320078818194
OR8B4	0.224237530033061	0.75795978142425
OR6K3	0.23006224489388	0.738641874464894
OR10H3	0.230194170487845	0.738207541194772
OR6C68	0.2393	0.708556079186888
OR5D13	0.24320683134712	0.696024218900668
OR10A3	0.243226820073479	0.695960383391376
OR2A5	0.25083452932546	0.671865919117528
OR2A14	0.2521	0.667895970059511
OR3A2	0.2549	0.659149144627539
OR8U1	0.2574	0.651381887083556
OR2L3	0.259629568923127	0.644487843873356
OR5AC2	0.2597	0.644270564184523
OR4L1	0.260700964655934	0.641185869338246
OR51I2	0.261480524983909	0.638787701566979
OR2V1	0.266	0.624955903494687
OR4D2	0.2746	0.598959338462157
OR10S1	0.2747	0.598659454661553
OR5D14	0.2755	0.59626231818255
OR6N2	0.276875842025098	0.592147705472057
OR2S2	0.295801168141168	0.536515485762667
OR13C3	0.296220931394693	0.535300815147792
OR4A15	0.301889734189917	0.518973145373667
OR8D4	0.307386633938459	0.503271689545801
OR6A2	0.315518047821029	0.480269046753712
OR2K2	0.3232	0.458769081303989
OR6X1	0.325244562066994	0.453082794517704
OR51T1	0.328862521537853	0.443056258140073
OR6S1	0.331868825982146	0.434758608639708
OR9Q1	0.333775750476731	0.429510848160819
OR52B4	0.338361164303333	0.41693995384968
OR11H6	0.340563921948021	0.410924572230215
OR51B6	0.34367816551465	0.40244530833863
OR51G1	0.352920952582743	0.377446379824079
OR7G1	0.354076300966255	0.37433835212869
OR8B8	0.3636	0.348852562620157
OR51Q1	0.364294537880635	0.347002985642956
OR5L2	0.367888510879864	0.337450897301938
GNAL	0.369139805149895	0.334132455297855
OR51B2	0.380649313787024	0.303775901374933
OR5AR1	0.385382644188678	0.29137401164886
OR14K1	0.3898	0.279840341025945
OR52B6	0.391043451493358	0.276600471014023
OR7D2	0.3924	0.273069228761136
OR10G3	0.39953866019565	0.254541405269337
OR52W1	0.417428570286358	0.208476230042822
OR51B4	0.4212	0.19882453881098
OR2A2	0.422213871376544	0.196233072998926
OR2F1	0.4245	0.190394509204836
OR5C1	0.4301	0.176119578397636
OR10A2	0.4304	0.175355887665138
OR4S1	0.432831882818091	0.169168932750647
OR52I1	0.433	0.168741467620538
OR1L8	0.434702827605231	0.164413476518492
OR6K6	0.437449278606866	0.157439408505392
OR9Q2	0.4412	0.147927481120336
OR56A3	0.449598426487461	0.126675986149119
OR52E4	0.457146169560368	0.107626041152098
OR4E2	0.461435750236866	0.0968172805956496
OR51I1	0.467096557541547	0.0825704291443138
OR5H14	0.4679	0.0805497876794889
OR11L1	0.477426731323534	0.0566130200917032
OR5R1	0.481068677266022	0.0474716127896288
OR6Y1	0.4933	0.0167951990012961
OR4D1	0.505015171443306	-0.0125715016729783
OR5W2	0.506166522081546	-0.0154577941733278
OR5B3	0.508121419519391	-0.0203587860955369
OR51E2	0.513758240352441	-0.0344936332051587
OR1B1	0.514341911162105	-0.0359575870774319
OR2V2	0.515501257290888	-0.0388656722962758
OR4B1	0.515773103969361	-0.0395476148063995
OR6C76	0.517	-0.0426255851769444
OR13C4	0.518883349790718	-0.0473512272256622
OR52A1	0.523736612550522	-0.0595340131954477
OR4X2	0.52502788427327	-0.062776811159482
OR8S1	0.525235767027397	-0.0632989323203263
OR51D1	0.525235767027397	-0.0632989323203263
OR5L1	0.528645843744128	-0.07186629606625
OR7E24	0.529593309373513	-0.0742475871406493
OR1J4	0.5439	-0.110264008786046
OR4C15	0.549442114647339	-0.124251975300077
OR5B17	0.559356522921073	-0.149337971649258
ARRB2	0.560032141871984	-0.151050707112548
OR8B2	0.5604	-0.151983436042104
OR2G2	0.561819134008419	-0.155582992137853
OR52E6	0.564233772152506	-0.161712252182731
OR6F1	0.564841429433799	-0.163255663194964
OR5K3	0.5671	-0.168995730076225
OR6J1	0.57280493801496	-0.183519877075168
OR5D18	0.573000827533271	-0.184019260900292
OR5M8	0.5763	-0.192436887856157
OR6B2	0.5833	-0.210342970213183
OR8D2	0.5834	-0.210599246924826
OR6B1	0.5917	-0.231920193428997
OR2C1	0.593737132257407	-0.237168934526362
OR2L13	0.598798277771337	-0.250237813304847
OR10A6	0.60199647398867	-0.258518138573519
OR2W3	0.602756045590287	-0.26048730206332
OR2M7	0.6059	-0.268648741926089
OR1N2	0.612362627478102	-0.285482192893493
OR56B1	0.614269551972687	-0.290464512363671
OR5K4	0.6237	-0.315212915379697
OR52N4	0.626226808080243	-0.321876332353259
OR4A47	0.6318	-0.336624479738561
OR52E2	0.6344	-0.343529701822036
OR2AT4	0.6351	-0.345391588440371
OR51V1	0.63686880599342	-0.350101682820437
OR10J5	0.638	-0.353117971973689
OR2B2	0.6411	-0.361400599373461
OR51M1	0.642237777893268	-0.364446732035055
OR13C5	0.642293746327071	-0.364596661420182
OR10H1	0.6439	-0.368903036425304
OR51G2	0.648566208658317	-0.381452403396075
OR11G2	0.65039717599274	-0.386392980476515
OR4D6	0.654638783725979	-0.397874859631639
OR8B12	0.657237318152562	-0.404934900345089
OR52I2	0.658836416261229	-0.409289571801865
OR10A4	0.665256795167525	-0.426852987282462
OR52R1	0.6753	-0.454595879084392
OR5AU1	0.680448227199859	-0.468952560351434
OR5P3	0.682686964551993	-0.475225756134061
OR2AG2	0.683950252057839	-0.478773886502178
OR52A5	0.6864	-0.485671631787039
OR2T33	0.6916	-0.500390700684178
OR51F1	0.6968	-0.515218990622652
OR6Q1	0.698498047101435	-0.520085612492226
OR2AG1	0.706893312171935	-0.544331497859985
OR1L1	0.711118928924087	-0.556656501229056
OR52J3	0.713757440803387	-0.564395327031038
OR51J1	0.715928216485902	-0.570787692029349
OR6N1	0.716383959446872	-0.572132694230575
OR7A10	0.741361871904246	-0.647549674149421
OR7G3	0.7414	-0.647667544868264
OR2T12	0.7432	-0.653242430433204
OR5A2	0.743592613765836	-0.654461113355795
OR52N1	0.749825098644365	-0.673939461336108
OR10Q1	0.7547	-0.689354832202465
OR4K14	0.758796039033985	-0.702435004202616
OR51E1	0.76329350246461	-0.716936960175349
OR4D10	0.7675	-0.730638482599372
OR2AK2	0.767531112452577	-0.730740332501528
OR5B12	0.769502000871508	-0.737207787731673
OR1N1	0.772196481184612	-0.746099953153945
OR56B4	0.774531164423265	-0.753852706887492
OR51A7	0.774635105800329	-0.754198916031768
OR52D1	0.775174801412004	-0.75599799607994
OR52B2	0.7759	-0.758419312489901
OR51B5	0.794252041848397	-0.821263986735468
OR52L1	0.796370846842381	-0.8287280559745
OR5H2	0.8088	-0.873482758298394
OR51L1	0.809675343106488	-0.876700539271979
OR8A1	0.824798813469203	-0.933809102931778
OR2F2	0.827785129187138	-0.945448911031606
GNB1	0.838674987307159	-0.989026808513713
OR5H15	0.8408	-0.997751239302702
OR5K2	0.8454	-1.01690210893675
OR5A1	0.8456	-1.01774322411342
OR13C8	0.845810962617084	-1.01863122442279
OR4D5	0.8602	-1.08121834396592
OR6T1	0.8602	-1.08121834396592
OR5H1	0.8672	-1.11325250131777
OR1J1	0.868502164779065	-1.11933870296096
OR5B2	0.869537580804426	-1.12420790100722
OR2T8	0.8698	-1.12544620710594
OR10J1	0.87232800700405	-1.137464909071
OR10G4	0.8756	-1.15326897559975
OR52N2	0.878316629421007	-1.16661287590245
OR10H2	0.8831	-1.19062712035927
OR52H1	0.88604826877641	-1.20577706131352
GNGT1	0.896174557549542	-1.26005122198479
OR2D2	0.904162052602332	-1.30563740197633
OR2G3	0.906	-1.31651871841826
OR6C70	0.916263227539668	-1.38036742399052
OR8D1	0.929775606557901	-1.4741218484689
OR4X1	0.9331	-1.49928388952166
OR6C3	0.9357	-1.51964588125481
OR4C16	0.943727737556018	-1.58685925478441
OR2A12	0.9478	-1.62388666062895
OR10W1	0.954385726450282	-1.68895242685759
OR1S1	0.9583	-1.73129030353534
OR13J1	0.9585	-1.73353850384179
OR1S2	0.959294957643889	-1.74256238846885
