gene	p	score
RP11-312A15.3	0.97	-1.88079360815125
RP11-379F4.1	0.9699	-1.87932595357161
RNA5SP308	0.9699	-1.87932595357161
RP11-472F14.4	0.9696	-1.8749471107528
RP4-736H5.3	0.9696	-1.8749471107528
RP11-348A7.1	0.9695	-1.87349545336949
AL139022.1	0.9694	-1.87204773331655
RP11-152O14.1	0.998348931202802	-2.93811570496238
AC122720.1	0.9692	-1.86916400815667
RP11-67M9.1	0.9692	-1.86916400815667
SNX20	0.9692	-1.86916400815667
RP4-575N6.2	0.9691	-1.86772795509742
AC079834.2	0.9691	-1.86772795509742
RN7SKP135	0.969	-1.86629574345811
RNY4P1	0.9689	-1.86486734981992
RN7SL487P	0.9689	-1.86486734981992
BX284613.1	0.9688	-1.86344275098194
RP11-448G4.4	0.9687	-1.86202192395843
LRG_204	0.998264978552097	-2.92270573597075
SGCB	0.998264978552097	-2.92270573597075
AC078852.1	0.9686	-1.86060484597619
AC078852.2	0.9686	-1.86060484597619
ATAD5	0.999892060877665	-3.69967205560139
CTD-2349P21.11	0.998260980806825	-2.92198898680396
RP1-292B18.1	0.9684	-1.85778184708939
RPS23P5	0.9683	-1.8563758816774
ATP5G1P8	0.9676	-1.84663540009917
CTD-2535P7.2	0.9676	-1.84663540009917
RP11-654D12.3	0.9672	-1.84114713446438
SLC9A5	0.9669	-1.83706703441328
AC010883.5	0.9668	-1.83571377222154
SLC35G5	0.9667	-1.8343638634791
KRTAP16-1	0.9667	-1.8343638634791
RP11-29B11.5	0.9666	-1.83301728915928
RPS2P35	0.9666	-1.83301728915928
MIR3170	0.9666	-1.83301728915928
HCN2	0.9665	-1.83167403040018
MIR3665	0.9664	-1.83033406850281
AC016999.2	0.9664	-1.83033406850281
RNU6-1185P	0.998097073250687	-2.89382075699402
NDUFS5P2	0.9663	-1.82899738492915
RN7SL831P	0.9663	-1.82899738492915
RNU6-1301P	0.9663	-1.82899738492915
UBE2FP1	0.9663	-1.82899738492915
AC015969.3	0.9663	-1.82899738492915
RRAGA	0.9661	-1.82633377939477
RP6-91H8.5	0.9661	-1.82633377939477
MIR3914-1	0.966	-1.8250068211464
RP1-168L15.5	0.966	-1.8250068211464
KRT8P13	0.9658	-1.82236250412365
RN7SL335P	0.9657	-1.82104510997865
CTD-2050E21.2	0.9657	-1.82104510997865
CTC-273B12.10	0.9656	-1.81973086874614
LMTK3	0.9656	-1.81973086874614
AC108448.3	0.9655	-1.81841976311127
RP11-982M15.8	0.9654	-1.81711177590434
C15ORF59	0.9654	-1.81711177590434
IFNA5	0.9654	-1.81711177590434
RPL26P35	0.9652	-1.81450508881168
ST13P5	0.965	-1.8119106729526
RP11-339B21.8	0.9649	-1.81061802530804
VAT1	0.9648	-1.809328396032
DEXI	0.9648	-1.809328396032
RP4-657M3.2	0.9645	-1.80547745709715
RP1-27K12.4	0.9644	-1.80419974063514
IGFL2	0.9643	-1.80292496286435
RP11-382A20.2	0.9643	-1.80292496286435
TM6SF1	0.9643	-1.80292496286435
CYP4A27P	0.9643	-1.80292496286435
CYP4A44P	0.9643	-1.80292496286435
NDUFS8	0.9642	-1.80165310823599
RP5-901A4.1	0.9642	-1.80165310823599
SLC12A1	0.964	-1.79911810683797
RN7SL611P	0.964	-1.79911810683797
RP11-3L10.2	0.964	-1.79911810683797
LINC00028	0.964	-1.79911810683797
C19ORF82	0.997845215298572	-2.85456586856086
ATAD3B	0.9638	-1.7965946145384
SPATA18	0.9637	-1.79533714673904
RNU6-1155P	0.9637	-1.79533714673904
OR13C8	0.997825226572213	-2.85163166688581
DDX1	0.99781723108167	-2.85046482762755
AC133749.1	0.9636	-1.79408251138
PRELID2P1	0.9636	-1.79408251138
RP1-253P7.1	0.9635	-1.79283069376375
SMCR5	0.9635	-1.79283069376375
AC132872.1	0.9635	-1.79283069376375
SLC16A3	0.9635	-1.79283069376375
HAP1	0.997809235591127	-2.84930185645611
RN7SL399P	0.997809235591127	-2.84930185645611
RP11-923I11.7	0.9633	-1.79033545355055
HADHAP1	0.9631	-1.78785131082598
HMGB3P9	0.963	-1.78661336549347
AC072052.7	0.963	-1.78661336549347
RP11-360P21.2	0.9628	-1.78414565680127
RNU6-300P	0.9628	-1.78414565680127
RP1-28H20.3	0.9627	-1.78291586573397
TP53RK	0.9627	-1.78291586573397
CTC-471C19.1	0.997709291959335	-2.83508035378429
RN7SL836P	0.9626	-1.78168876522653
LOC100421166	0.9626	-1.78168876522653
CTD-2207P18.1	0.9625	-1.78046434169203
RP11-429J17.2	0.9625	-1.78046434169203
CTC-518B2.12	0.9624	-1.77924258164832
RP11-132E11.3	0.9623	-1.77802347171695
AC040163.1	0.9622	-1.77680699862205
RP11-300M24.1	0.9621	-1.77559314918932
RP11-565H13.3	0.997653323525532	-2.8273600203486
APITD1	0.962	-1.77438191034496
APITD1-CORT	0.962	-1.77438191034496
CORT	0.962	-1.77438191034496
RPSAP51	0.9619	-1.77317326911463
SNX11	0.9619	-1.77317326911463
AC008746.12	0.9618	-1.77196721262247
CTD-2587H19.3	0.9618	-1.77196721262247
TPI1P1	0.9618	-1.77196721262247
RNU6-806P	0.9617	-1.77076372809006
RP11-466F5.10	0.9616	-1.76956280283545
RP11-748L13.2	0.997621341563358	-2.82302293179736
CACFD1	0.9613	-1.76597525734534
SLC2A6	0.9613	-1.76597525734534
ZBTB2	0.997601352837	-2.82033897720348
TWF1P1	0.9613	-1.76597525734534
RP11-1406H17.1	0.961	-1.76241029786239
MIR1205	0.9608	-1.76004604403376
AC092662.2	0.9607	-1.758867597033
MTND2P20	0.9607	-1.758867597033
AL035106.1	0.997541386657925	-2.81240682843125
RP11-507E23.1	0.9606	-1.75769158758666
RPL18A	0.9605	-1.75651800401191
RNF223	0.9605	-1.75651800401191
RP11-465B22.3	0.9605	-1.75651800401191
RPS19P1	0.9604	-1.75534683471147
RP11-573J24.1	0.9602	-1.7530116929667
OSBPL2	0.997469427243035	-2.80311604465157
RPL5P31	0.9602	-1.7530116929667
RPL12L3	0.9601	-1.75184769774774
MEPCE	0.96	-1.75068607125217
PPP1R35	0.96	-1.75068607125217
RP11-758P17.2	0.96	-1.75068607125217
RP11-758P17.3	0.96	-1.75068607125217
AL031666.2	0.9599	-1.74952680229778
RP11-390F4.9	0.9598	-1.74836987978295
POMGNT1	0.9597	-1.7472152926859
MIR203	0.9597	-1.7472152926859
MLEC	0.9597	-1.7472152926859
RP11-173P15.3	0.9597	-1.7472152926859
DHRS11	0.9595	-1.74491308105249
AC140912.1	0.9595	-1.74491308105249
RP11-687M24.8	0.997381476847058	-2.7920796497347
RP11-139K1.2	0.9594	-1.74376543486478
AC110084.1	0.9593	-1.74262008079065
RP11-705C15.3	0.9593	-1.74262008079065
RP11-5P18.5	0.9593	-1.74262008079065
RP11-517O13.1	0.9593	-1.74262008079065
TIMM9	0.9593	-1.74262008079065
NMNAT1P2	0.9592	-1.74147700819607
RNU5F-6P	0.9592	-1.74147700819607
RPL7P43	0.9592	-1.74147700819607
AL354984.1	0.9592	-1.74147700819607
DPPA2P2	0.9591	-1.7403362065223
RP4-569D19.5	0.9587	-1.73579550045783
AC108721.1	0.9584	-1.73241330914918
AC108721.2	0.9584	-1.73241330914918
RP11-272B17.2	0.997277535469995	-2.77946040785601
C8ORF59	0.999792117245873	-3.52986897865314
RPS27P18	0.9579	-1.72681997465178
CTD-2561J22.3	0.9577	-1.72459769019608
LINC00664	0.9577	-1.72459769019608
RP11-524K14.1	0.99719358281929	-2.76958159478668
TMEM66	0.9577	-1.72459769019608
AC040160.1	0.9576	-1.72348973439115
FHOD1	0.997189585074018	-2.7691178576172
LRRC29	0.9576	-1.72348973439115
TMEM208	0.9576	-1.72348973439115
RP11-514A9.1	0.9576	-1.72348973439115
RPS27P1	0.9575	-1.72238389025269
HSPE1P7	0.9575	-1.72238389025269
RP11-410N8.3	0.9574	-1.72128014839951
PYGM	0.9574	-1.72128014839951
AC067751.1	0.9573	-1.72017849951407
CDC42SE1	0.9573	-1.72017849951407
MLLT11	0.9573	-1.72017849951407
FAXDC2	0.9573	-1.72017849951407
RP1-302D9.5	0.997157603111845	-2.76542923548531
RP11-547I7.2	0.9573	-1.72017849951407
NMB	0.9572	-1.71907893434186
CTC-342P15.1	0.957	-1.71688601843104
RPL29P11	0.9569	-1.71579264949359
RP11-582E3.4	0.9569	-1.71579264949359
RP11-724M22.1	0.9568	-1.71470132787058
KRT12	0.9568	-1.71470132787058
RP4-580N22.2	0.9564	-1.71035633646166
CTA-212D2.2	0.9564	-1.71035633646166
ZNF534	0.9563	-1.70927511838171
AC025171.1	0.9561	-1.70711865716443
ANXA2R	0.9561	-1.70711865716443
CTD-2035E11.4	0.9561	-1.70711865716443
RP3-468K18.6	0.956	-1.70604339688896
AC012445.1	0.9559	-1.70497010550401
HSBP1P1	0.9559	-1.70497010550401
RP11-2G17.1	0.996921736140817	-2.73932608690689
MIR151B	0.9556	-1.70176196067624
MIR342	0.9556	-1.70176196067624
KLLN	0.9554	-1.69963288883676
RNU6-777P	0.9553	-1.69857123569539
RP11-426M1.2	0.9553	-1.69857123569539
RP11-526P5.1	0.9552	-1.69751149358112
GSTZ1	0.999728153321527	-3.45825161205723
BDH2	0.999724155576255	-3.45431682403301
RP11-467D10.2	0.9547	-1.69224116835161
RN7SL318P	0.9545	-1.69014613752747
SGOL1-AS1	0.996773819565765	-2.72386124359343
RNA5SP63	0.9542	-1.68701743247993
OR5C1	0.9542	-1.68701743247993
ZNF90P3	0.9542	-1.68701743247993
LDHAP4	0.9541	-1.68597819132096
UBE2V1P6	0.9538	-1.68287134430975
PABPC1	0.9538	-1.68287134430975
RP11-178D12.2	0.9536	-1.6808091026708
CTB-167B5.1	0.9536	-1.6808091026708
EXTL2P1	0.9535	-1.67978065679813
RP5-866L20.1	0.9534	-1.67875398456782
EXOSC1	0.996629900735985	-2.7094149411271
RP11-514D23.1	0.9534	-1.67875398456782
TRAV9-2	0.9533	-1.67772907879435
RNU6-820P	0.9533	-1.67772907879435
RP1-69B13.2	0.9533	-1.67772907879435
RNU6-442P	0.9531	-1.67568453809775
IL17REL	0.953	-1.67466488902432
RP11-189E14.3	0.9529	-1.67364697810642
RP11-80H5.7	0.9528	-1.67263079837709
RP11-80H5.9	0.996529957104193	-2.69970560479779
AC114803.3	0.9528	-1.67263079837709
RP11-130L8.2	0.9527	-1.67161634291199
RP11-304L19.11	0.9526	-1.67060360482906
RN7SL357P	0.9525	-1.66959257728819
AC123767.1	0.9523	-1.66757562667973
FAM132B	0.996446004453488	-2.69174198975684
FABP3	0.952	-1.66456286120272
RP5-945I17.2	0.952	-1.66456286120272
AL353147.1	0.952	-1.66456286120272
RN7SL328P	0.9519	-1.66356195557702
AC112693.2	0.9519	-1.66356195557702
AVPR1A	0.9517	-1.66156512922956
PTPN23	0.9517	-1.66156512922956
SCAP	0.9517	-1.66156512922956
RP11-363N22.2	0.9512	-1.65660184056267
AC006326.5	0.9512	-1.65660184056267
RNA5SP126	0.9511	-1.65561406508357
MT1F	0.951	-1.65462790235108
MIR3650	0.951	-1.65462790235108
RP11-548N1.1	0.9509	-1.65364334615156
SNORA44	0.9507	-1.6516790286793
IGLV8-61	0.9507	-1.6516790286793
LL22NC03-88E1.17	0.9507	-1.6516790286793
BCAS2	0.9505	-1.64972106368336
L34079.4	0.9504	-1.64874444821306
PINLYP	0.9504	-1.64874444821306
AL499628.1	0.9504	-1.64874444821306
CTD-3187F8.7	0.9503	-1.64776940275127
SIGLEC21P	0.9503	-1.64776940275127
AC106706.1	0.9503	-1.64776940275127
GSG1	0.99623412395409	-2.67237013530122
RP11-625H11.1	0.9502	-1.64679592133418
RP11-320A16.1	0.9501	-1.64582399803256
RNA5SP107	0.9498	-1.64291751804113
