parameter file: PCA3_pruned.pca.par
### THE INPUT PARAMETERS
##PARAMETER NAME: VALUE
genotypename: PCA3_pruned.bed
snpname: PCA3_pruned.bim
indivname: PCA3_pruned.fam
evecoutname: PCA3_pruned.pca.evec
evaloutname: PCA3_pruned.eval
altnormstyle: NO
numoutevec: 3
numoutlieriter: 0
numoutlierevec: 2
outliersigmathresh: 6
qtmode: 0
## smartpca version: 13050
norm used

genetic distance set from physical distance
 154      1.378449   -0.001574   -21.625            1 10948.382
 155      1.376737   -0.001712   -21.682            1 10957.463
 156      1.375701   -0.001037   -21.566            1 10966.517
 157      1.375421   -0.000280   -21.254            1 10975.665
 158      1.372738   -0.002683   -21.561            1 10985.046
 159      1.371387   -0.001351   -21.526            1 10994.223
 160      1.370054   -0.001333   -21.487            1 11003.439
 161      1.367347   -0.002707   -21.804            1 11012.696
 162      1.366921   -0.000426   -21.532            1 11021.740
 163      1.363337   -0.003584   -22.079            1 11030.991
 164      1.361671   -0.001666   -22.132            1 11039.865
 165      1.360307   -0.001364   -22.107            1 11048.713
 166      1.359062   -0.001245   -22.051            1 11057.591
 167      1.358594   -0.000468   -21.792            1 11066.520
 168      1.355105   -0.003489   -22.321            1 11075.648
 169      1.354156   -0.000949   -22.190            1 11084.407
 170      1.352752   -0.001404   -22.178            1 11093.271
 171      1.352126   -0.000626   -21.962            1 11102.156
 172      1.350009   -0.002117   -22.136            1 11111.210
 173      1.348421   -0.001588   -22.172            1 11120.149
 174      1.347260   -0.001160   -22.097            1 11129.073
 175      1.346817   -0.000443   -21.833            1 11138.063
 176      1.343840   -0.002977   -22.235            1 11147.260
 177      1.342833   -0.001007   -22.121            1 11156.173
 178      1.341441   -0.001392   -22.108            1 11165.181
 179      1.338899   -0.002542   -22.400            1 11174.211
 180      1.338092   -0.000807   -22.235            1 11183.038
 181      1.335985   -0.002107   -22.413            1 11191.997
 182      1.333916   -0.002070   -22.584            1 11200.836
 183      1.331710   -0.002206   -22.793            1 11209.559
 184      1.331556   -0.000153   -22.457            1 11218.137
 185      1.328562   -0.002994   -22.876            1 11226.976
 186      1.327972   -0.000590   -22.657            1 11235.512
 187      1.326117   -0.001855   -22.776            1 11244.222
 188      1.325628   -0.000489   -22.529            1 11252.854
 189      1.323081   -0.002547   -22.833            1 11261.681
 190      1.321790   -0.001290   -22.802            1 11270.289
 191      1.321204   -0.000586   -22.583            1 11278.931
 192      1.319477   -0.001727   -22.669            1 11287.749
 193      1.319162   -0.000315   -22.376            1 11296.513
 194      1.316492   -0.002670   -22.714            1 11305.510
 195      1.314955   -0.001537   -22.751            1 11314.259
 196      1.314426   -0.000529   -22.517            1 11322.991
 197      1.313225   -0.001201   -22.462            1 11331.912
 198      1.311140   -0.002085   -22.646            1 11340.887
 199      1.309197   -0.001943   -22.794            1 11349.730
 200      1.307723   -0.001474   -22.817            1 11358.469
 201      1.306661   -0.001062   -22.728            1 11367.201
 202      1.305680   -0.000981   -22.617            1 11376.011
 203      1.303930   -0.001749   -22.714            1 11384.919
 204      1.302297   -0.001633   -22.781            1 11393.761
 205      1.300962   -0.001336   -22.767            1 11402.561
 206      1.299888   -0.001073   -22.682            1 11411.381
 207      1.299311   -0.000577   -22.462            1 11420.278
 208      1.297588   -0.001723   -22.553            1 11429.360
 209      1.294502   -0.003087   -23.019            1 11438.380
 210      1.292663   -0.001838   -23.147            1 11447.042
 211      1.292216   -0.000447   -22.894            1 11455.612
 212      1.291041   -0.001175   -22.840            1 11464.391
 213      1.289393   -0.001648   -22.916            1 11473.223
 214      1.287158   -0.002235   -23.154            1 11482.004
 215      1.286205   -0.000953   -23.042            1 11490.604
 216      1.285870   -0.000335   -22.759            1 11499.304
 217      1.283899   -0.001972   -22.925            1 11508.240
 218      1.283430   -0.000469   -22.678            1 11517.052
 219      1.281617   -0.001813   -22.801            1 11526.074
 220      1.279561   -0.002056   -22.993            1 11535.006
 221      1.278645   -0.000916   -22.870            1 11543.791
 222      1.276185   -0.002460   -23.176            1 11552.686
 223      1.274655   -0.001530   -23.226            1 11561.341
 224      1.273296   -0.001359   -23.229            1 11569.964
 225      1.271974   -0.001322   -23.222            1 11578.593
 226      1.269404   -0.002570   -23.564            1 11587.235
 227      1.269057   -0.000347   -23.289            1 11595.605
 228      1.268042   -0.001015   -23.198            1 11604.210
 229      1.267221   -0.000821   -23.052            1 11612.898
 230      1.265164   -0.002057   -23.252            1 11621.715
 231      1.264656   -0.000508   -23.020            1 11630.375
 232      1.261659   -0.002996   -23.484            1 11639.237
 233      1.259968   -0.001692   -23.586            1 11647.721
 234      1.258510   -0.001458   -23.623            1 11656.126
 235      1.257100   -0.001410   -23.648            1 11664.508
 236      1.255665   -0.001435   -23.680            1 11672.876
 237      1.255080   -0.000586   -23.474            1 11681.224
 238      1.254463   -0.000617   -23.275            1 11689.753
 239      1.252740   -0.001722   -23.387            1 11698.459
 240      1.250934   -0.001806   -23.524            1 11707.077
 241      1.249741   -0.001193   -23.489            1 11715.587
 242      1.248979   -0.000762   -23.331            1 11724.133
 243      1.246623   -0.002356   -23.626            1 11732.822
 244      1.245101   -0.001521   -23.685            1 11741.267
 245      1.244429   -0.000672   -23.505            1 11749.667
 246      1.243157   -0.001272   -23.494            1 11758.229
 247      1.242151   -0.001006   -23.407            1 11766.808
 248      1.241130   -0.001021   -23.324            1 11775.470
 249      1.239716   -0.001414   -23.353            1 11784.211
 250      1.238746   -0.000971   -23.256            1 11792.935
 251      1.236677   -0.002068   -23.473            1 11801.751
 252      1.235675   -0.001003   -23.386            1 11810.385
 253      1.233708   -0.001967   -23.576            1 11819.102
 254      1.232264   -0.001444   -23.618            1 11827.660
 255      1.230346   -0.001917   -23.796            1 11836.188
 256      1.229919   -0.000428   -23.548            1 11844.565
 257      1.227953   -0.001966   -23.741            1 11853.168
 258      1.227411   -0.000542   -23.525            1 11861.607
 259      1.226895   -0.000516   -23.300            1 11870.244
 260      1.225490   -0.001405   -23.331            1 11879.089
 261      1.223994   -0.001496   -23.389            1 11887.914
 262      1.223406   -0.000588   -23.184            1 11896.694
 263      1.221438   -0.001968   -23.378            1 11905.667
 264      1.220277   -0.001161   -23.340            1 11914.471
 265      1.219299   -0.000978   -23.249            1 11923.317
 266      1.217932   -0.001366   -23.271            1 11932.253
 267      1.216592   -0.001341   -23.285            1 11941.177
 268      1.215154   -0.001438   -23.329            1 11950.095
 269      1.213485   -0.001669   -23.440            1 11958.981
 270      1.212598   -0.000887   -23.325            1 11967.772
 271      1.211025   -0.001573   -23.409            1 11976.676
 272      1.209837   -0.001188   -23.382            1 11985.509
 273      1.208692   -0.001144   -23.342            1 11994.375
 274      1.207716   -0.000976   -23.253            1 12003.284
 275      1.206540   -0.001176   -23.222            1 12012.283
 276      1.203618   -0.002923   -23.704            1 12021.319
 277      1.202043   -0.001575   -23.795            1 12029.911
 278      1.200704   -0.001339   -23.817            1 12038.424
 279      1.198704   -0.002000   -24.035            1 12046.921
 280      1.197624   -0.001080   -23.983            1 12055.219
 281      1.196065   -0.001559   -24.073            1 12063.571
 282      1.194398   -0.001667   -24.195            1 12071.842
 283      1.193607   -0.000791   -24.060            1 12080.002
 284      1.191865   -0.001742   -24.206            1 12088.293
 285      1.190907   -0.000958   -24.122            1 12096.450
 286      1.189167   -0.001740   -24.268            1 12104.691
 287      1.188810   -0.000356   -24.006            1 12112.797
 288      1.187022   -0.001789   -24.167            1 12121.156
 289      1.186584   -0.000437   -23.928            1 12129.366
 290      1.185924   -0.000660   -23.753            1 12137.808
 291      1.184796   -0.001128   -23.717            1 12146.424
 292      1.182639   -0.002158   -23.988            1 12155.080
 293      1.181962   -0.000676   -23.819            1 12163.478
 294      1.180652   -0.001310   -23.839            1 12172.044
 295      1.178433   -0.002219   -24.132            1 12180.594
 296      1.177773   -0.000660   -23.960            1 12188.863
 297      1.176784   -0.000989   -23.886            1 12197.304
 298      1.175716   -0.001068   -23.835            1 12205.822
 299      1.174268   -0.001448   -23.898            1 12214.395
 300      1.171903   -0.002365   -24.238            1 12222.909
 301      1.171039   -0.000864   -24.129            1 12231.090
 302      1.170761   -0.000277   -23.843            1 12239.381
 303      1.170032   -0.000729   -23.691            1 12247.961
 304      1.167775   -0.002257   -24.000            1 12256.697
 305      1.166760   -0.001015   -23.936            1 12265.128
 306      1.166067   -0.000693   -23.774            1 12273.627
 307      1.164959   -0.001108   -23.737            1 12282.292
 308      1.163457   -0.001501   -23.820            1 12290.999
 309      1.161735   -0.001723   -23.970            1 12299.626
 310      1.160945   -0.000790   -23.839            1 12308.103
 311      1.160153   -0.000791   -23.708            1 12316.718
 312      1.158932   -0.001222   -23.706            1 12325.471
 313      1.156605   -0.002327   -24.042            1 12334.229
 314      1.155208   -0.001397   -24.098            1 12342.645
 315      1.154927   -0.000282   -23.813            1 12351.007
 316      1.154433   -0.000493   -23.592            1 12359.665
 317      1.153910   -0.000523   -23.377            1 12368.558
 318      1.151825   -0.002085   -23.640            1 12377.678
 319      1.150447   -0.001378   -23.689            1 12386.528
 320      1.149703   -0.000745   -23.544            1 12395.331
 321      1.148573   -0.001130   -23.516            1 12404.290
 322      1.147771   -0.000802   -23.387            1 12413.283
 323      1.146190   -0.001582   -23.498            1 12422.416
 324      1.144655   -0.001535   -23.596            1 12431.436
 325      1.143306   -0.001349   -23.638            1 12440.356
 326      1.143007   -0.000299   -23.356            1 12449.235
 327      1.140067   -0.002941   -23.889            1 12458.419
 328      1.139382   -0.000684   -23.729            1 12467.037
 329      1.138026   -0.001357   -23.776            1 12475.829
 330      1.137681   -0.000345   -23.509            1 12484.573
 331      1.134950   -0.002730   -23.982            1 12493.608
 332      1.133564   -0.001387   -24.041            1 12502.135
 333      1.132921   -0.000643   -23.870            1 12510.599
 334      1.130855   -0.002066   -24.141            1 12519.251
 335      1.130073   -0.000782   -24.014            1 12527.609
 336      1.130009   -0.000064   -23.662            1 12536.107
 337      1.128811   -0.001199   -23.663            1 12544.992
 338      1.127739   -0.001072   -23.623            1 12553.879
 339      1.126690   -0.001049   -23.577            1 12562.812
 340      1.124941   -0.001748   -23.750            1 12571.800
 341      1.124738   -0.000203   -23.440            1 12580.598
 342      1.123550   -0.001188   -23.437            1 12589.744
 343      1.122442   -0.001108   -23.409            1 12598.897
 344      1.120173   -0.002269   -23.746            1 12608.085
 345      1.118922   -0.001252   -23.766            1 12616.895
 346      1.118717   -0.000204   -23.457            1 12625.685
 347      1.117137   -0.001580   -23.580            1 12634.827
 348      1.115665   -0.001471   -23.669            1 12643.832
 349      1.114885   -0.000780   -23.541            1 12652.737
 350      1.113675   -0.001210   -23.549            1 12661.790
 351      1.113254   -0.000422   -23.307            1 12670.837
 352      1.111921   -0.001332   -23.352            1 12680.164
 353      1.111076   -0.000845   -23.243            1 12689.443
 354      1.109990   -0.001087   -23.210            1 12698.850
 355      1.108266   -0.001724   -23.380            1 12708.299
 356      1.107037   -0.001229   -23.394            1 12717.553
 357      1.104731   -0.002306   -23.753            1 12726.793
 358      1.103633   -0.001098   -23.729            1 12735.616
 359      1.101935   -0.001698   -23.897            1 12744.468
 360      1.101492   -0.000443   -23.666            1 12753.123
 361      1.100913   -0.000579   -23.476            1 12762.049
 362      1.099497   -0.001416   -23.554            1 12771.201
 363      1.099053   -0.000444   -23.320            1 12780.262
 364      1.097597   -0.001456   -23.410            1 12789.603
 365      1.096197   -0.001400   -23.483            1 12798.838
 366      1.094816   -0.001381   -23.551            1 12807.988
 367      1.093925   -0.000891   -23.462            1 12817.057
 368      1.092421   -0.001504   -23.570            1 12826.234
 369      1.091805   -0.000616   -23.393            1 12835.282
 370      1.091127   -0.000678   -23.235            1 12844.544
 371      1.089774   -0.001352   -23.293            1 12854.001
 372      1.088431   -0.001343   -23.350            1 12863.387
 373      1.087168   -0.001262   -23.381            1 12872.706
 374      1.086698   -0.000471   -23.156            1 12881.987
 375      1.084809   -0.001889   -23.390            1 12891.547
 376      1.084524   -0.000285   -23.105            1 12900.819
 377      1.082723   -0.001802   -23.312            1 12910.445
 378      1.081915   -0.000807   -23.196            1 12919.816
 379      1.080510   -0.001405   -23.275            1 12929.332
 380      1.079607   -0.000903   -23.192            1 12938.751
 381      1.078633   -0.000974   -23.130            1 12948.275
 382      1.077153   -0.001480   -23.235            1 12957.878
 383      1.075437   -0.001716   -23.417            1 12967.350
 384      1.074476   -0.000961   -23.355            1 12976.592
 385      1.071705   -0.002771   -23.886            1 12985.912
 386      1.070578   -0.001127   -23.883            1 12994.558
 387      1.069892   -0.000686   -23.734            1 13003.205
 388      1.068370   -0.001522   -23.860            1 13012.038
 389      1.067597   -0.000773   -23.741            1 13020.708
 390      1.066784   -0.000813   -23.634            1 13029.527
 391      1.066022   -0.000762   -23.510            1 13038.482
 392      1.064836   -0.001187   -23.525            1 13047.595
 393      1.063941   -0.000895   -23.444            1 13056.687
 394      1.062227   -0.001714   -23.634            1 13065.882
 395      1.061545   -0.000683   -23.484            1 13074.828
 396      1.061207   -0.000338   -23.219            1 13083.967
 397      1.058542   -0.002665   -23.724            1 13093.453
 398      1.058319   -0.000223   -23.423            1 13102.272
 399      1.057796   -0.000523   -23.219            1 13111.486
 400      1.055648   -0.002148   -23.555            1 13120.968
 401      1.054768   -0.000880   -23.471            1 13130.001
 402      1.053495   -0.001273   -23.519            1 13139.143
 403      1.052515   -0.000980   -23.469            1 13148.218
 404      1.051435   -0.001080   -23.453            1 13157.358
 405      1.049888   -0.001547   -23.593            1 13166.516
 406      1.049594   -0.000294   -23.315            1 13175.481
 407      1.047047   -0.002548   -23.790            1 13184.820
 408      1.046152   -0.000895   -23.716            1 13193.511
 409      1.045311   -0.000841   -23.623            1 13202.297
 410      1.044936   -0.000374   -23.372            1 13211.205
 411      1.043652   -0.001284   -23.426            1 13220.452
 412      1.043165   -0.000487   -23.213            1 13229.621
 413      1.042213   -0.000952   -23.154            1 13239.082
 414      1.040312   -0.001901   -23.415            1 13248.622
 415      1.038132   -0.002180   -23.774            1 13257.795
 416      1.037082   -0.001049   -23.754            1 13266.464
 417      1.036437   -0.000645   -23.597            1 13275.155
 418      1.035973   -0.000464   -23.378            1 13284.059
 419      1.034890   -0.001083   -23.366            1 13293.266
 420      1.033948   -0.000942   -23.308            1 13302.484
 421      1.033572   -0.000376   -23.056            1 13311.780
 422      1.031863   -0.001709   -23.257            1 13321.431
 423      1.030781   -0.001082   -23.246            1 13330.791
 424      1.029038   -0.001743   -23.460            1 13340.163
 425      1.028041   -0.000997   -23.422            1 13349.222
 426      1.027080   -0.000961   -23.372            1 13358.329
 427      1.026281   -0.000799   -23.267            1 13367.502
 428      1.025113   -0.001168   -23.287            1 13376.823
 429      1.024233   -0.000880   -23.209            1 13386.109
 430      1.022818   -0.001415   -23.314            1 13395.503
 431      1.022113   -0.000705   -23.177            1 13404.737
 432      1.021535   -0.000579   -22.995            1 13414.167
 433      1.020823   -0.000712   -22.858            1 13423.861
 434      1.020121   -0.000702   -22.716            1 13433.753
 435      1.018545   -0.001576   -22.875            1 13443.854
 436      1.018349   -0.000196   -22.559            1 13453.714
 437      1.017171   -0.001179   -22.580            1 13464.044
 438      1.015115   -0.002055   -22.905            1 13474.341
 439      1.012892   -0.002223   -23.291            1 13484.143
 440      1.012635   -0.000257   -23.000            1 13493.356
 441      1.012370   -0.000265   -22.710            1 13503.002
 442      1.011333   -0.001037   -22.685            1 13513.086
 443      1.009188   -0.002145   -23.046            1 13523.203
 444      1.008368   -0.000820   -22.949            1 13532.763
 445      1.006891   -0.001477   -23.080            1 13542.464
 446      1.006358   -0.000533   -22.885            1 13551.956
 447      1.005586   -0.000772   -22.771            1 13561.744
 448      1.005152   -0.000433   -22.538            1 13571.704
 449      1.003911   -0.001241   -22.585            1 13582.023
 450      1.003592   -0.000319   -22.310            1 13592.263
 451      1.002059   -0.001533   -22.459            1 13602.933
 452      1.001351   -0.000708   -22.320            1 13613.364
 453      0.999388   -0.001962   -22.620            1 13624.012
 454      0.999001   -0.000387   -22.370            1 13634.178
 455      0.996638   -0.002363   -22.813            1 13644.737
 456      0.995657   -0.000981   -22.774            1 13654.582
 457      0.994497   -0.001161   -22.799            1 13664.481
 458      0.993249   -0.001248   -22.854            1 13674.334
 459      0.992337   -0.000912   -22.793            1 13684.089
 460      0.991338   -0.000999   -22.761            1 13693.935
 461      0.990992   -0.000346   -22.499            1 13703.824
 462      0.989489   -0.001503   -22.644            1 13714.134
 463      0.988853   -0.000636   -22.484            1 13724.200
 464      0.987165   -0.001689   -22.696            1 13734.522
 465      0.986404   -0.000761   -22.580            1 13744.487
 466      0.985159   -0.001245   -22.637            1 13754.634
 467      0.984812   -0.000347   -22.374            1 13764.680
 468      0.983697   -0.001115   -22.383            1 13775.156
 469      0.982438   -0.001259   -22.444            1 13785.611
 470      0.981379   -0.001060   -22.434            1 13795.956
 471      0.980357   -0.001022   -22.411            1 13806.310
 472      0.978479   -0.001878   -22.695            1 13816.694
 473      0.978082   -0.000397   -22.452            1 13826.588
 474      0.977236   -0.000846   -22.367            1 13836.887
 475      0.976006   -0.001230   -22.420            1 13847.321
 476      0.975636   -0.000370   -22.165            1 13857.657
 477      0.973968   -0.001668   -22.374            1 13868.425
 478      0.973186   -0.000781   -22.267            1 13878.823
 479      0.972319   -0.000867   -22.190            1 13889.399
 480      0.971265   -0.001054   -22.180            1 13900.101
 481      0.971059   -0.000206   -21.864            1 13910.813
 482      0.969579   -0.001480   -22.005            1 13922.076
 483      0.968707   -0.000872   -21.928            1 13933.082
 484      0.967232   -0.001475   -22.069            1 13944.217
 485      0.965828   -0.001404   -22.186            1 13955.093
 486      0.965079   -0.000750   -22.068            1 13965.751
 487      0.964505   -0.000573   -21.885            1 13976.613
 488      0.963196   -0.001309   -21.967            1 13987.797
 489      0.961449   -0.001747   -22.210            1 13998.823
 490      0.961081   -0.000368   -21.954            1 14009.399
 491      0.959651   -0.001430   -22.083            1 14020.432
 492      0.958625   -0.001026   -22.066            1 14031.220
 493      0.957291   -0.001334   -22.162            1 14042.029
 494      0.956972   -0.000319   -21.888            1 14052.651
 495      0.955963   -0.001009   -21.864            1 14063.770
 496      0.954571   -0.001393   -21.980            1 14074.924
 497      0.952158   -0.002413   -22.473            1 14085.851
 498      0.951235   -0.000922   -22.424            1 14095.847
 499      0.949426   -0.001809   -22.700            1 14105.919
 500      0.948752   -0.000674   -22.563            1 14115.458
 501      0.947215   -0.001537   -22.742            1 14125.237
 502      0.946804   -0.000411   -22.508            1 14134.662
 503      0.946417   -0.000387   -22.263            1 14144.510
 504      0.945546   -0.000870   -22.195            1 14154.807
 505      0.945073   -0.000473   -21.979            1 14165.220
 506      0.944302   -0.000771   -21.872            1 14176.033
 507      0.943053   -0.001250   -21.941            1 14187.041
 508      0.942766   -0.000287   -21.655            1 14197.901
 509      0.940770   -0.001996   -22.000            1 14209.309
 510      0.940363   -0.000407   -21.758            1 14220.029
 511      0.939334   -0.001029   -21.746            1 14231.209
 512      0.937884   -0.001451   -21.891            1 14242.401
 513      0.937523   -0.000361   -21.632            1 14253.292
 514      0.937221   -0.000303   -21.349            1 14264.685
 515      0.936795   -0.000425   -21.108            1 14276.635
