parameter file: PCA5_pruned.pca.par
### THE INPUT PARAMETERS
##PARAMETER NAME: VALUE
genotypename: PCA5_pruned.bed
snpname: PCA5_pruned.bim
indivname: PCA5_pruned.fam
evecoutname: PCA5_pruned.pca.evec
evaloutname: PCA5_pruned.eval
altnormstyle: NO
numoutevec: 5
numoutlieriter: 0
numoutlierevec: 2
outliersigmathresh: 6
qtmode: 0
## smartpca version: 13050
norm used

genetic distance set from physical distance
  39      1.603429   -0.002411   -14.140            1  9804.880
  40      1.600788   -0.002641   -14.294            1  9816.466
  41      1.598463   -0.002325   -14.381            1  9827.991
  42      1.596221   -0.002242   -14.450            1  9839.493
  43      1.592607   -0.003613   -14.827            1  9850.980
  44      1.591177   -0.001430   -14.719            1  9862.280
  45      1.587695   -0.003482   -15.071            1  9873.664
  46      1.584593   -0.003102   -15.341            1  9884.874
  47      1.582380   -0.002212   -15.414            1  9895.954
  48      1.580062   -0.002319   -15.512            1  9907.016
  49      1.578127   -0.001935   -15.525            1  9918.046
  50      1.577475   -0.000652   -15.249            1  9929.091
  51      1.573616   -0.003859   -15.696            1  9940.317
  52      1.571513   -0.002103   -15.750            1  9951.310
  53      1.570463   -0.001050   -15.567            1  9962.296
  54      1.569259   -0.001204   -15.417            1  9973.410
  55      1.567032   -0.002227   -15.499            1  9984.634
  56      1.561897   -0.005135   -16.245            1  9995.834
  57      1.561593   -0.000304   -15.895            1 10006.626
  58      1.558816   -0.002777   -16.109            1 10017.642
  59      1.558289   -0.000526   -15.810            1 10028.557
  60      1.555800   -0.002490   -15.958            1 10039.669
  61      1.552357   -0.003442   -16.327            1 10050.717
  62      1.547703   -0.004654   -16.978            1 10061.572
  63      1.547454   -0.000249   -16.621            1 10072.070
  64      1.545607   -0.001848   -16.631            1 10082.796
  65      1.541997   -0.003609   -17.047            1 10093.539
  66      1.540910   -0.001087   -16.885            1 10104.058
  67      1.539110   -0.001800   -16.887            1 10114.694
  68      1.537791   -0.001319   -16.779            1 10125.349
  69      1.535726   -0.002064   -16.842            1 10136.090
  70      1.532837   -0.002890   -17.098            1 10146.814
  71      1.529766   -0.003071   -17.399            1 10157.408
  72      1.529117   -0.000649   -17.140            1 10167.844
  73      1.527472   -0.001645   -17.110            1 10178.454
  74      1.522091   -0.005381   -17.954            1 10189.103
  75      1.521447   -0.000644   -17.697            1 10199.270
  76      1.518693   -0.002755   -17.933            1 10209.609
  77      1.515753   -0.002940   -18.215            1 10219.827
  78      1.512727   -0.003025   -18.520            1 10229.895
  79      1.511844   -0.000884   -18.325            1 10239.799
  80      1.509677   -0.002167   -18.431            1 10249.839
  81      1.508213   -0.001463   -18.372            1 10259.833
  82      1.505417   -0.002796   -18.627            1 10269.882
  83      1.504644   -0.000773   -18.407            1 10279.795
  84      1.502585   -0.002059   -18.490            1 10289.858
  85      1.501861   -0.000724   -18.258            1 10299.890
  86      1.499668   -0.002194   -18.373            1 10310.081
  87      1.497697   -0.001971   -18.437            1 10320.221
  88      1.494528   -0.003169   -18.786            1 10330.341
  89      1.492703   -0.001825   -18.819            1 10340.266
  90      1.490235   -0.002467   -19.006            1 10350.189
  91      1.489018   -0.001218   -18.896            1 10360.015
  92      1.487337   -0.001681   -18.897            1 10369.925
  93      1.484185   -0.003152   -19.250            1 10379.853
  94      1.482818   -0.001367   -19.180            1 10389.581
  95      1.479986   -0.002831   -19.460            1 10399.370
  96      1.479234   -0.000753   -19.244            1 10409.002
  97      1.476666   -0.002567   -19.462            1 10418.785
  98      1.474443   -0.002224   -19.601            1 10428.450
  99      1.473525   -0.000918   -19.426            1 10438.045
 100      1.471343   -0.002182   -19.555            1 10447.765
 101      1.470340   -0.001003   -19.401            1 10457.421
 102      1.468798   -0.001542   -19.376            1 10467.191
 103      1.466675   -0.002123   -19.493            1 10476.993
 104      1.464798   -0.001877   -19.551            1 10486.738
 105      1.461690   -0.003108   -19.909            1 10496.464
 106      1.458420   -0.003270   -20.310            1 10505.981
 107      1.456884   -0.001537   -20.292            1 10515.260
 108      1.455712   -0.001171   -20.186            1 10524.566
 109      1.454323   -0.001389   -20.133            1 10533.954
 110      1.452278   -0.002045   -20.240            1 10543.391
 111      1.449778   -0.002500   -20.460            1 10552.775
 112      1.448573   -0.001205   -20.364            1 10562.035
 113      1.445754   -0.002818   -20.664            1 10571.370
 114      1.444675   -0.001080   -20.540            1 10580.529
 115      1.444029   -0.000646   -20.309            1 10589.781
 116      1.439056   -0.004972   -21.141            1 10599.197
 117      1.435245   -0.003811   -21.694            1 10608.094
 118      1.434037   -0.001208   -21.610            1 10616.651
 119      1.432988   -0.001048   -21.487            1 10625.273
 120      1.431835   -0.001154   -21.389            1 10633.987
 121      1.431205   -0.000630   -21.160            1 10642.776
 122      1.430336   -0.000869   -20.990            1 10651.726
 123      1.426717   -0.003619   -21.501            1 10660.801
 124      1.423767   -0.002950   -21.850            1 10669.557
 125      1.422794   -0.000973   -21.711            1 10678.099
 126      1.422254   -0.000540   -21.463            1 10686.744
 127      1.420296   -0.001958   -21.567            1 10695.562
 128      1.419305   -0.000991   -21.432            1 10704.325
 129      1.418252   -0.001052   -21.310            1 10713.189
 130      1.417122   -0.001131   -21.208            1 10722.147
 131      1.414996   -0.002125   -21.354            1 10731.185
 132      1.414688   -0.000308   -21.047            1 10740.140
 133      1.410083   -0.004605   -21.815            1 10749.312
 134      1.409759   -0.000324   -21.515            1 10757.988
 135      1.407948   -0.001811   -21.587            1 10766.875
 136      1.406676   -0.001272   -21.524            1 10775.726
 137      1.405960   -0.000715   -21.321            1 10784.633
 138      1.404494   -0.001467   -21.305            1 10793.689
 139      1.403215   -0.001279   -21.243            1 10802.769
 140      1.401033   -0.002181   -21.409            1 10811.904
 141      1.399055   -0.001978   -21.525            1 10820.940
 142      1.395808   -0.003247   -21.965            1 10829.911
 143      1.394794   -0.001015   -21.841            1 10838.597
 144      1.394431   -0.000362   -21.552            1 10847.378
 145      1.393605   -0.000826   -21.378            1 10856.369
 146      1.391302   -0.002303   -21.580            1 10865.492
 147      1.388578   -0.002724   -21.891            1 10874.490
 148      1.387932   -0.000646   -21.674            1 10883.287
 149      1.384685   -0.003247   -22.121            1 10892.245
 150      1.383201   -0.001483   -22.120            1 10900.909
 151      1.381088   -0.002114   -22.282            1 10909.585
 152      1.380830   -0.000257   -21.969            1 10918.160
 153      1.378009   -0.002821   -22.312            1 10926.964
 154      1.375567   -0.002442   -22.561            1 10935.541
 155      1.374423   -0.001144   -22.478            1 10943.958
 156      1.372755   -0.001668   -22.530            1 10952.442
 157      1.372016   -0.000740   -22.344            1 10960.900
 158      1.371320   -0.000695   -22.145            1 10969.500
 159      1.369150   -0.002171   -22.325            1 10978.250
 160      1.367385   -0.001764   -22.403            1 10986.884
 161      1.366291   -0.001095   -22.308            1 10995.475
 162      1.364940   -0.001351   -22.280            1 11004.144
 163      1.363969   -0.000971   -22.152            1 11012.844
 164      1.363027   -0.000942   -22.017            1 11021.646
 165      1.360639   -0.002388   -22.257            1 11030.556
 166      1.359235   -0.001404   -22.243            1 11039.306
 167      1.358459   -0.000776   -22.066            1 11048.078
 168      1.355530   -0.002929   -22.449            1 11056.989
 169      1.352578   -0.002951   -22.843            1 11065.635
 170      1.350874   -0.001705   -22.913            1 11074.011
 171      1.350238   -0.000636   -22.705            1 11082.346
 172      1.349137   -0.001101   -22.617            1 11090.841
 173      1.347944   -0.001192   -22.552            1 11099.409
 174      1.345946   -0.001999   -22.700            1 11108.035
 175      1.344929   -0.001017   -22.591            1 11116.563
 176      1.344715   -0.000214   -22.270            1 11125.182
 177      1.343225   -0.001490   -22.283            1 11134.046
 178      1.339106   -0.004118   -22.990            1 11142.912
 179      1.337975   -0.001132   -22.914            1 11151.270
 180      1.337000   -0.000975   -22.797            1 11159.694
 181      1.335854   -0.001146   -22.724            1 11168.213
 182      1.334813   -0.001041   -22.623            1 11176.796
 183      1.332653   -0.002160   -22.819            1 11185.464
 184      1.332221   -0.000433   -22.558            1 11193.997
 185      1.330979   -0.001241   -22.510            1 11202.735
 186      1.330169   -0.000811   -22.347            1 11211.518
 187      1.328093   -0.002076   -22.521            1 11220.435
 188      1.327245   -0.000848   -22.369            1 11229.232
 189      1.325265   -0.001980   -22.518            1 11238.154
 190      1.323000   -0.002265   -22.745            1 11246.975
 191      1.319955   -0.003044   -23.184            1 11255.635
 192      1.319752   -0.000203   -22.864            1 11263.974
 193      1.318747   -0.001005   -22.758            1 11272.563
 194      1.315875   -0.002873   -23.153            1 11281.244
 195      1.314087   -0.001788   -23.259            1 11289.634
 196      1.312259   -0.001828   -23.378            1 11297.952
 197      1.311670   -0.000589   -23.164            1 11306.188
 198      1.310303   -0.001367   -23.159            1 11314.596
 199      1.307147   -0.003156   -23.637            1 11323.017
 200      1.306315   -0.000832   -23.491            1 11331.081
 201      1.305178   -0.001137   -23.427            1 11339.264
 202      1.303038   -0.002141   -23.635            1 11347.504
 203      1.301734   -0.001304   -23.618            1 11355.593
 204      1.299214   -0.002521   -23.931            1 11363.702
 205      1.298914   -0.000300   -23.644            1 11371.577
 206      1.296817   -0.002097   -23.843            1 11379.682
 207      1.296343   -0.000474   -23.603            1 11387.639
 208      1.294870   -0.001473   -23.633            1 11395.790
 209      1.293920   -0.000950   -23.522            1 11403.924
 210      1.293507   -0.000413   -23.263            1 11412.154
 211      1.291342   -0.002165   -23.481            1 11420.596
 212      1.288529   -0.002813   -23.879            1 11428.874
 213      1.288255   -0.000274   -23.585            1 11436.846
 214      1.287142   -0.001113   -23.518            1 11445.057
 215      1.286393   -0.000749   -23.352            1 11453.329
 216      1.284594   -0.001799   -23.473            1 11461.741
 217      1.283735   -0.000859   -23.337            1 11470.064
 218      1.280885   -0.002850   -23.749            1 11478.504
 219      1.278909   -0.001976   -23.924            1 11486.622
 220      1.278439   -0.000469   -23.684            1 11494.607
 221      1.276975   -0.001464   -23.718            1 11502.791
 222      1.275339   -0.001636   -23.800            1 11510.955
 223      1.275039   -0.000300   -23.513            1 11519.060
 224      1.272837   -0.002202   -23.751            1 11527.405
 225      1.271766   -0.001071   -23.677            1 11535.564
 226      1.270555   -0.001211   -23.643            1 11543.789
 227      1.269554   -0.001001   -23.550            1 11552.050
 228      1.268170   -0.001384   -23.563            1 11560.395
 229      1.266888   -0.001282   -23.548            1 11568.736
 230      1.265830   -0.001059   -23.471            1 11577.097
 231      1.264506   -0.001323   -23.468            1 11585.529
 232      1.262358   -0.002148   -23.695            1 11593.971
 233      1.261555   -0.000802   -23.549            1 11602.232
 234      1.260733   -0.000823   -23.407            1 11610.621
 235      1.259082   -0.001650   -23.496            1 11619.137
 236      1.257998   -0.001084   -23.428            1 11627.586
 237      1.256377   -0.001622   -23.510            1 11636.099
 238      1.254426   -0.001951   -23.686            1 11644.551
 239      1.254199   -0.000227   -23.378            1 11652.862
 240      1.252307   -0.001892   -23.538            1 11661.439
 241      1.250442   -0.001865   -23.692            1 11669.889
 242      1.249849   -0.000593   -23.488            1 11678.216
 243      1.248074   -0.001775   -23.617            1 11686.723
 244      1.246205   -0.001869   -23.774            1 11695.127
 245      1.244582   -0.001623   -23.863            1 11703.404
 246      1.243473   -0.001109   -23.807            1 11711.611
 247      1.241614   -0.001859   -23.964            1 11719.872
 248      1.241346   -0.000268   -23.671            1 11728.004
 249      1.239406   -0.001939   -23.851            1 11736.395
 250      1.239008   -0.000399   -23.594            1 11744.637
 251      1.238093   -0.000915   -23.482            1 11753.108
 252      1.236331   -0.001762   -23.612            1 11761.684
 253      1.235301   -0.001029   -23.533            1 11770.153
 254      1.234035   -0.001266   -23.522            1 11778.697
 255      1.232957   -0.001078   -23.458            1 11787.258
 256      1.231272   -0.001685   -23.567            1 11795.883
 257      1.230819   -0.000453   -23.324            1 11804.418
 258      1.229754   -0.001065   -23.255            1 11813.175
 259      1.227795   -0.001959   -23.444            1 11822.001
 260      1.226785   -0.001010   -23.360            1 11830.667
 261      1.224962   -0.001822   -23.511            1 11839.414
 262      1.223473   -0.001490   -23.567            1 11848.033
 263      1.222090   -0.001383   -23.594            1 11856.609
 264      1.221423   -0.000667   -23.413            1 11865.168
 265      1.219527   -0.001896   -23.588            1 11873.895
 266      1.217393   -0.002134   -23.833            1 11882.472
 267      1.215961   -0.001432   -23.877            1 11890.834
 268      1.214735   -0.001227   -23.863            1 11899.161
 269      1.212707   -0.002027   -24.081            1 11907.506
 270      1.212581   -0.000126   -23.748            1 11915.659
 271      1.211274   -0.001307   -23.757            1 11924.120
 272      1.210389   -0.000885   -23.643            1 11932.578
 273      1.208941   -0.001447   -23.692            1 11941.147
 274      1.206834   -0.002107   -23.935            1 11949.676
 275      1.206677   -0.000157   -23.611            1 11957.987
 276      1.204559   -0.002118   -23.858            1 11966.603
 277      1.203066   -0.001492   -23.924            1 11974.996
 278      1.202990   -0.000076   -23.575            1 11983.332
 279      1.201405   -0.001585   -23.667            1 11991.999
 280      1.198964   -0.002441   -24.012            1 12000.585
 281      1.198703   -0.000261   -23.718            1 12008.854
 282      1.197365   -0.001338   -23.740            1 12017.403
 283      1.196396   -0.000969   -23.653            1 12025.938
 284      1.195425   -0.000971   -23.567            1 12034.559
 285      1.192810   -0.002615   -23.966            1 12043.268
 286      1.191097   -0.001713   -24.101            1 12051.604
 287      1.190709   -0.000388   -23.847            1 12059.814
 288      1.189536   -0.001173   -23.823            1 12068.272
 289      1.188130   -0.001406   -23.868            1 12076.757
 290      1.185611   -0.002519   -24.244            1 12085.204
 291      1.185343   -0.000268   -23.955            1 12093.293
 292      1.184761   -0.000582   -23.757            1 12101.664
 293      1.183673   -0.001088   -23.709            1 12110.230
 294      1.182184   -0.001489   -23.780            1 12118.848
 295      1.181434   -0.000750   -23.632            1 12127.402
 296      1.180181   -0.001253   -23.632            1 12136.106
 297      1.179603   -0.000577   -23.431            1 12144.813
 298      1.178450   -0.001154   -23.402            1 12153.724
 299      1.176950   -0.001499   -23.476            1 12162.670
 300      1.174962   -0.001988   -23.697            1 12171.548
 301      1.174276   -0.000686   -23.530            1 12180.212
 302      1.173633   -0.000643   -23.349            1 12189.047
 303      1.171646   -0.001987   -23.571            1 12198.068
 304      1.171432   -0.000214   -23.261            1 12206.872
 305      1.169082   -0.002350   -23.593            1 12215.992
 306      1.167349   -0.001733   -23.743            1 12224.784
 307      1.165800   -0.001548   -23.838            1 12233.431
 308      1.165025   -0.000775   -23.700            1 12241.985
 309      1.163365   -0.001660   -23.829            1 12250.683
 310      1.162703   -0.000661   -23.657            1 12259.253
 311      1.160856   -0.001848   -23.844            1 12268.002
 312      1.159485   -0.001371   -23.888            1 12276.565
 313      1.157552   -0.001933   -24.104            1 12285.086
 314      1.157011   -0.000541   -23.898            1 12293.389
 315      1.155724   -0.001288   -23.919            1 12301.906
 316      1.154575   -0.001149   -23.897            1 12310.405
 317      1.153409   -0.001166   -23.881            1 12318.929
 318      1.152508   -0.000901   -23.784            1 12327.473
 319      1.152177   -0.000332   -23.513            1 12336.120
 320      1.151682   -0.000495   -23.289            1 12345.055
 321      1.149555   -0.002127   -23.564            1 12354.229
 322      1.148460   -0.001095   -23.525            1 12363.118
 323      1.146863   -0.001597   -23.641            1 12372.052
 324      1.146418   -0.000445   -23.404            1 12380.868
 325      1.145471   -0.000947   -23.319            1 12389.939
 326      1.144027   -0.001444   -23.387            1 12399.105
 327      1.143283   -0.000744   -23.240            1 12408.203
 328      1.142788   -0.000494   -23.015            1 12417.463
 329      1.140216   -0.002572   -23.431            1 12426.970
 330      1.138182   -0.002034   -23.685            1 12436.034
 331      1.137022   -0.001159   -23.670            1 12444.828
 332      1.133632   -0.003390   -24.347            1 12453.642
 333      1.133152   -0.000481   -24.127            1 12461.728
 334      1.132924   -0.000227   -23.827            1 12470.052
 335      1.130813   -0.002111   -24.111            1 12478.701
 336      1.130334   -0.000479   -23.889            1 12487.045
 337      1.129570   -0.000764   -23.754            1 12495.631
 338      1.128387   -0.001183   -23.750            1 12504.366
 339      1.127226   -0.001161   -23.739            1 12513.108
 340      1.125013   -0.002213   -24.057            1 12521.865
 341      1.124759   -0.000254   -23.765            1 12530.272
 342      1.124311   -0.000448   -23.531            1 12539.004
 343      1.123646   -0.000665   -23.364            1 12547.997
 344      1.120810   -0.002836   -23.877            1 12557.181
 345      1.119945   -0.000865   -23.776            1 12565.792
 346      1.119593   -0.000352   -23.513            1 12574.518
 347      1.118675   -0.000918   -23.426            1 12583.542
 348      1.116417   -0.002258   -23.761            1 12592.668
 349      1.115194   -0.001222   -23.773            1 12601.415
 350      1.113963   -0.001232   -23.788            1 12610.151
 351      1.113434   -0.000528   -23.581            1 12618.871
 352      1.111922   -0.001512   -23.684            1 12627.828
 353      1.109591   -0.002331   -24.048            1 12636.668
 354      1.109285   -0.000306   -23.773            1 12645.093
 355      1.108388   -0.000898   -23.684            1 12653.833
 356      1.107568   -0.000820   -23.570            1 12662.677
 357      1.106242   -0.001325   -23.616            1 12671.654
 358      1.106077   -0.000165   -23.293            1 12680.580
 359      1.105354   -0.000723   -23.145            1 12689.884
 360      1.102761   -0.002593   -23.593            1 12699.364
 361      1.102705   -0.000056   -23.235            1 12708.320
 362      1.100916   -0.001789   -23.429            1 12717.700
 363      1.099252   -0.001664   -23.584            1 12726.852
 364      1.097567   -0.001685   -23.748            1 12735.822
 365      1.096737   -0.000829   -23.640            1 12744.598
 366      1.096145   -0.000593   -23.455            1 12753.503
 367      1.095319   -0.000825   -23.343            1 12762.630
 368      1.094114   -0.001206   -23.353            1 12771.892
 369      1.091384   -0.002730   -23.854            1 12781.144
 370      1.090411   -0.000972   -23.794            1 12789.792
 371      1.089860   -0.000552   -23.598            1 12798.513
 372      1.088665   -0.001195   -23.608            1 12807.470
 373      1.088285   -0.000379   -23.355            1 12816.415
 374      1.087039   -0.001246   -23.380            1 12825.669
 375      1.085444   -0.001595   -23.519            1 12834.893
 376      1.083147   -0.002298   -23.887            1 12843.947
 377      1.082729   -0.000418   -23.649            1 12852.548
 378      1.081885   -0.000844   -23.548            1 12861.440
 379      1.080153   -0.001733   -23.735            1 12870.457
 380      1.078820   -0.001333   -23.794            1 12879.241
 381      1.078535   -0.000285   -23.512            1 12887.950
 382      1.076997   -0.001538   -23.637            1 12897.009
 383      1.076319   -0.000678   -23.483            1 12905.911
 384      1.075639   -0.000680   -23.328            1 12915.005
 385      1.074184   -0.001455   -23.425            1 12924.294
 386      1.072878   -0.001307   -23.476            1 12933.460
 387      1.071775   -0.001103   -23.460            1 12942.561
 388      1.071317   -0.000457   -23.233            1 12951.680
 389      1.070114   -0.001203   -23.249            1 12961.090
 390      1.068481   -0.001633   -23.407            1 12970.479
 391      1.066576   -0.001905   -23.656            1 12979.664
 392      1.066094   -0.000482   -23.439            1 12988.528
 393      1.065409   -0.000685   -23.287            1 12997.669
 394      1.063667   -0.001742   -23.483            1 13007.006
 395      1.063022   -0.000645   -23.319            1 13016.086
 396      1.061454   -0.001568   -23.459            1 13025.378
 397      1.061222   -0.000232   -23.159            1 13034.486
 398      1.059387   -0.001835   -23.387            1 13043.987
 399      1.058361   -0.001025   -23.349            1 13053.187
 400      1.056979   -0.001383   -23.429            1 13062.435
 401      1.055539   -0.001440   -23.530            1 13071.574
 402      1.054551   -0.000988   -23.482            1 13080.576
 403      1.054097   -0.000454   -23.256            1 13089.639
 404      1.053796   -0.000301   -22.977            1 13099.003
 405      1.052249   -0.001546   -23.111            1 13108.740
 406      1.051385   -0.000864   -23.019            1 13118.295
 407      1.050634   -0.000752   -22.889            1 13127.974
 408      1.047764   -0.002870   -23.467            1 13137.829
 409      1.047601   -0.000163   -23.144            1 13146.895
 410      1.046243   -0.001358   -23.219            1 13156.399
 411      1.045616   -0.000627   -23.050            1 13165.798
 412      1.043739   -0.001877   -23.300            1 13175.427
 413      1.043102   -0.000637   -23.135            1 13184.710
 414      1.040705   -0.002397   -23.561            1 13194.218
 415      1.039817   -0.000888   -23.484            1 13203.131
 416      1.039280   -0.000537   -23.288            1 13212.147
 417      1.038671   -0.000609   -23.114            1 13221.432
 418      1.038215   -0.000456   -22.888            1 13230.956
 419      1.036960   -0.001254   -22.929            1 13240.798
 420      1.036481   -0.000479   -22.709            1 13250.578
 421      1.034701   -0.001780   -22.928            1 13260.669
 422      1.033748   -0.000953   -22.870            1 13270.446
 423      1.032809   -0.000939   -22.806            1 13280.305
 424      1.031488   -0.001320   -22.871            1 13290.254
 425      1.029437   -0.002051   -23.186            1 13300.106
 426      1.028435   -0.001002   -23.147            1 13309.501
 427      1.028036   -0.000399   -22.903            1 13318.948
 428      1.026722   -0.001314   -22.969            1 13328.745
 429      1.025620   -0.001102   -22.963            1 13338.442
 430      1.025309   -0.000311   -22.687            1 13348.144
 431      1.023880   -0.001429   -22.792            1 13358.248
 432      1.022232   -0.001649   -22.973            1 13368.194
 433      1.021349   -0.000882   -22.894            1 13377.870
 434      1.019947   -0.001402   -22.993            1 13387.659
 435      1.018827   -0.001121   -22.996            1 13397.297
 436      1.017662   -0.001165   -23.015            1 13406.926
 437      1.016908   -0.000754   -22.893            1 13416.521
 438      1.016699   -0.000209   -22.582            1 13426.294
 439      1.015333   -0.001367   -22.667            1 13436.532
 440      1.014886   -0.000447   -22.437            1 13446.637
 441      1.014034   -0.000851   -22.344            1 13457.089
 442      1.012965   -0.001069   -22.326            1 13467.682
 443      1.012473   -0.000492   -22.109            1 13478.299
 444      1.011379   -0.001094   -22.098            1 13489.252
 445      1.009255   -0.002125   -22.446            1 13500.220
 446      1.008861   -0.000394   -22.196            1 13510.648
 447      1.007512   -0.001348   -22.276            1 13521.462
 448      1.005316   -0.002196   -22.652            1 13532.150
 449      1.004735   -0.000581   -22.469            1 13542.246
 450      1.003921   -0.000814   -22.367            1 13552.623
 451      1.003584   -0.000337   -22.096            1 13563.159
 452      1.002266   -0.001317   -22.167            1 13574.120
 453      1.000991   -0.001276   -22.224            1 13584.967
 454      0.999058   -0.001933   -22.512            1 13595.721
 455      0.997954   -0.001103   -22.512            1 13606.010
 456      0.997062   -0.000893   -22.439            1 13616.293
 457      0.996444   -0.000618   -22.269            1 13626.689
 458      0.995690   -0.000753   -22.145            1 13637.355
 459      0.994420   -0.001271   -22.203            1 13648.218
 460      0.992331   -0.002088   -22.550            1 13658.983
 461      0.992055   -0.000276   -22.261            1 13669.178
 462      0.990444   -0.001611   -22.441            1 13679.840
 463      0.990000   -0.000444   -22.211            1 13690.201
 464      0.989017   -0.000983   -22.169            1 13700.935
 465      0.988846   -0.000171   -21.840            1 13711.734
 466      0.986883   -0.001963   -22.143            1 13723.079
 467      0.985968   -0.000915   -22.078            1 13733.912
 468      0.984822   -0.001146   -22.095            1 13744.850
 469      0.984429   -0.000393   -21.844            1 13755.756
 470      0.982944   -0.001485   -21.980            1 13767.082
 471      0.982491   -0.000453   -21.749            1 13778.173
 472      0.981838   -0.000654   -21.589            1 13789.654
 473      0.980185   -0.001653   -21.784            1 13801.409
 474      0.979157   -0.001028   -21.758            1 13812.824
 475      0.977066   -0.002090   -22.113            1 13824.282
 476      0.976345   -0.000721   -21.981            1 13835.121
 477      0.976017   -0.000328   -21.706            1 13846.184
 478      0.973960   -0.002057   -22.051            1 13857.719
 479      0.973291   -0.000669   -21.900            1 13868.648
 480      0.972461   -0.000830   -21.806            1 13879.834
 481      0.970968   -0.001494   -21.951            1 13891.181
 482      0.970001   -0.000967   -21.907            1 13902.267
 483      0.968763   -0.001238   -21.962            1 13913.423
 484      0.967984   -0.000779   -21.851            1 13924.476
 485      0.966089   -0.001895   -22.143            1 13935.721
 486      0.964926   -0.001164   -22.174            1 13946.434
 487      0.964735   -0.000191   -21.853            1 13957.082
 488      0.963843   -0.000892   -21.783            1 13968.301
 489      0.963484   -0.000360   -21.520            1 13979.639
 490      0.961620   -0.001864   -21.801            1 13991.451
 491      0.960842   -0.000778   -21.691            1 14002.743
 492      0.959469   -0.001373   -21.796            1 14014.231
 493      0.957774   -0.001695   -22.021            1 14025.517
 494      0.956531   -0.001243   -22.083            1 14036.381
 495      0.955837   -0.000694   -21.945            1 14047.119
 496      0.954903   -0.000934   -21.894            1 14058.101
 497      0.953649   -0.001254   -21.961            1 14069.169
 498      0.953442   -0.000207   -21.644            1 14080.102
 499      0.951942   -0.001500   -21.799            1 14091.621
 500      0.951272   -0.000669   -21.651            1 14102.839
 501      0.949979   -0.001294   -21.732            1 14114.327
 502      0.949801   -0.000178   -21.402            1 14125.654
 503      0.947484   -0.002317   -21.858            1 14137.603
 504      0.946914   -0.000570   -21.675            1 14148.667
 505      0.946396   -0.000518   -21.471            1 14160.072
 506      0.944876   -0.001520   -21.636            1 14171.864
 507      0.944264   -0.000612   -21.466            1 14183.326
 508      0.944015   -0.000249   -21.161            1 14195.109
 509      0.943055   -0.000960   -21.117            1 14207.484
 510      0.941269   -0.001786   -21.379            1 14219.941
 511      0.938267   -0.003002   -22.096            1 14231.872
 512      0.937834   -0.000433   -21.866            1 14242.372
 513      0.936926   -0.000908   -21.811            1 14253.312
 514      0.936204   -0.000722   -21.686            1 14264.348
 515      0.935805   -0.000399   -21.439            1 14275.620
