gene	p	score
ZNF321P	0.9928	-2.44712722168416
ZNF816	0.9928	-2.44712722168416
ZNF816-ZNF321P	0.9928	-2.44712722168416
RNU6-301P	0.9927	-2.44215195157703
RP11-109L13.5	0.9924	-2.42757842897478
AC005722.4	0.9922	-2.41814171322274
RP11-484D2.2	0.992	-2.40891554581546
RNA5SP300	0.9918	-2.39988998429142
RP11-136B18.2	0.9917	-2.39544951682962
RP11-84A14.5	0.9917	-2.39544951682962
RP4-672N11.1	0.9915	-2.38670773449225
LINC01021	0.9915	-2.38670773449225
LINC00645	0.9914	-2.38240434238231
AC092574.2	0.9914	-2.38240434238231
OR5AK3P	0.9913	-2.3781446232807
BPIFA1	0.9911	-2.36975242236699
RP11-92B11.4	0.9911	-2.36975242236699
RP11-360A18.1	0.9911	-2.36975242236699
RNU7-194P	0.9911	-2.36975242236699
SNRNP40	0.9911	-2.36975242236699
AC020571.3	0.9909	-2.36152387431014
RP11-379P15.1	0.9909	-2.36152387431014
RP11-148B18.4	0.9909	-2.36152387431014
OR2T33	0.9908	-2.35746882913577
RP11-231E19.1	0.9908	-2.35746882913577
MIR4304	0.9908	-2.35746882913577
RN7SL133P	0.9908	-2.35746882913577
RPL31P40	0.9908	-2.35746882913577
RPL23AP35	0.9904	-2.34162491013274
AC016691.2	0.9901	-2.33011639747728
RN7SL470P	0.9899	-2.32261210205392
MTMR4	0.9899	-2.32261210205392
FOXH1	0.9899	-2.32261210205392
KIFC2	0.9899	-2.32261210205392
RP5-1049G16.4	0.9899	-2.32261210205392
MIR4715	0.9897	-2.31523636747114
RP11-360I20.2	0.9897	-2.31523636747114
EBI3	0.9896	-2.31159522550325
RP11-543G18.1	0.9895	-2.30798447494596
RP11-438C19.1	0.9894	-2.30440356635946
LRFN1	0.9894	-2.30440356635946
AC016178.1	0.9891	-2.29383462030633
AC016178.2	0.9891	-2.29383462030633
HSA-MIR-3669	0.9891	-2.29383462030633
AL590007.1	0.989	-2.29036787785527
RNU6-56P	0.989	-2.29036787785527
RP11-416L21.2	0.989	-2.29036787785527
RNU6-833P	0.9889	-2.2869284451213
CCR8	0.9884	-2.27012499802052
HNRNPA1P21	0.9884	-2.27012499802052
GRPEL2P1	0.9883	-2.26684002634316
RNY4P16	0.9882	-2.26357933559308
RP11-472K22.2	0.9881	-2.26034253529359
C15ORF39	0.988	-2.25712924448622
RPL36AP45	0.988	-2.25712924448622
AC023237.1	0.9879	-2.25393909142137
RP11-99L13.2	0.9879	-2.25393909142137
RP11-132A1.3	0.9878	-2.25077171326128
RN7SKP157	0.9875	-2.24140272760495
RP11-300E4.2	0.9874	-2.23832298918463
RP11-32P22.1	0.9874	-2.23832298918463
RP3-410C9.2	0.9873	-2.23526433557053
RNU4-28P	0.999996002254728	-4.46530462857822
FABP5P4	0.9871	-2.22920903001046
TAS2R38	0.9869	-2.22323437551185
KCNIP2-AS1	0.9869	-2.22323437551185
RP11-517O13.3	0.9869	-2.22323437551185
BOD1L2	0.9868	-2.22027656090954
KB-1043D8.8	0.9867	-2.21733804414672
HSP90AA4P	0.9867	-2.21733804414672
RPL21P9	0.9865	-2.21151780918668
AC090720.1	0.9865	-2.21151780918668
AREGB	0.9863	-2.20577153927258
RP11-727M10.2	0.9863	-2.20577153927258
RP11-454L1.2	0.9863	-2.20577153927258
LINC01093	0.9862	-2.20292549989509
MDM4	0.9862	-2.20292549989509
RP11-430C7.2	0.9862	-2.20292549989509
RP11-973H7.3	0.9862	-2.20292549989509
SEPT10P1	0.9858	-2.19171627267117
FAM46B	0.9857	-2.18895652567946
TRNP1	0.9857	-2.18895652567946
AC092664.1	0.9855	-2.18348652800656
AC079776.3	0.9854	-2.1807758452405
AC079776.4	0.9854	-2.1807758452405
PAPPA-AS1	0.9853	-2.17808109228934
AC022596.2	0.9853	-2.17808109228934
COTL1P1	0.9853	-2.17808109228934
KRT17P1	0.9853	-2.17808109228934
AC005624.2	0.9853	-2.17808109228934
MAPKAPK5P1	0.9853	-2.17808109228934
RP5-1041C10.3	0.985	-2.17009037758456
RP11-424M21.1	0.9848	-2.16483922180398
DPPA5P1	0.9846	-2.15964709072264
RP11-489G11.3	0.9845	-2.15707270447901
GRIN1	0.9845	-2.15707270447901
RN7SL733P	0.9844	-2.15451253526882
RP11-204K16.1	0.9844	-2.15451253526882
DTWD1	0.9843	-2.15196641032989
RP11-126K1.2	0.9842	-2.14943416009093
ZNF687	0.9842	-2.14943416009093
RN7SKP121	0.9838	-2.13944062204491
RN7SKP279	0.9838	-2.13944062204491
RP11-1046B16.1	0.9837	-2.13697530803558
CTD-2154H6.1	0.999524268312672	-3.30449893480639
HNRNPA1P68	0.9835	-2.1320832908065
RP11-283I3.4	0.9834	-2.12965629158796
RP11-283I3.6	0.9834	-2.12965629158796
SAPCD1-AS1	0.9831	-2.12244960934103
VWA7	0.9831	-2.12244960934103
RNU6-925P	0.9828	-2.11535150194015
AC006483.1	0.9828	-2.11535150194015
RNU6-315P	0.9827	-2.11300897160803
LSM5	0.9826	-2.11067797923228
RP11-478C6.6	0.9826	-2.11067797923228
HMGN1P14	0.9824	-2.10605010785621
FAM163B	0.9823	-2.10375298376659
LAMTOR2	0.9821	-2.0991917610581
LRG_81	0.9821	-2.0991917610581
RDH12	0.999456306643053	-3.2668828403651
RP11-1012A1.10	0.982	-2.09692742916434
OR2M4	0.9819	-2.09467379786041
RP11-530A18.1	0.9818	-2.09243075514719
SMC3	0.9814	-2.0835622918648
TPI1P1	0.9811	-2.07701689401682
RP11-236L14.1	0.9811	-2.07701689401682
RP11-89A16.1	0.9811	-2.07701689401682
KRT8P18	0.981	-2.07485473439331
BANF1P3	0.9809	-2.07270223128584
AL049542.1	0.9809	-2.07270223128584
RP11-230C9.4	0.9809	-2.07270223128584
AC079235.1	0.9808	-2.07055928893818
RP11-385J23.1	0.9808	-2.07055928893818
SNRPGP6	0.9806	-2.06630171069586
RP5-1042K10.12	0.9806	-2.06630171069586
AC068657.2	0.9804	-2.06208126200691
GOLGA2	0.9804	-2.06208126200691
SWI5	0.9804	-2.06208126200691
PAQR6	0.9803	-2.05998473670205
RP11-21C17.1	0.9802	-2.05789722697915
RPL5P19	0.9802	-2.05789722697915
SLMO2P1	0.9801	-2.0558186466124
LRG_99	0.9797	-2.04759193763366
AC013472.3	0.999260417124742	-3.17874025776269
AC013472.4	0.99997601352837	-4.06528917361416
MAPRE3	0.99997601352837	-4.06528917361416
VIL1	0.9796	-2.04555675376863
USP6	0.999244426143655	-3.17253417795259
IGLVIV-59	0.9791	-2.03550585522164
IGLVV-58	0.9791	-2.03550585522164
KIRREL2	0.9789	-2.03154242928314
PTGDR2	0.999216441926753	-3.16195902324649
CDR2L	0.9785	-2.02370999093497
AC132807.1	0.9783	-2.01983987049065
RN7SL49P	0.9783	-2.01983987049065
RP11-646D13.1	0.9782	-2.01791609986938
RP11-325K19.6	0.99918445996458	-3.15029082834286
IGKV1D-17	0.9779	-2.01218916704117
RP11-562F9.2	0.9778	-2.01029477092834
C6ORF25	0.9778	-2.01029477092834
DDAH2	0.9778	-2.01029477092834
LY6G6C	0.9778	-2.01029477092834
TMEM114	0.9778	-2.01029477092834
RPL31P58	0.9775	-2.0046544617651
AC090804.1	0.977	-1.99539331016782
MAS1L	0.9767	-1.98991772024205
RPS17P1	0.9767	-1.98991772024205
RP1-253P7.1	0.9765	-1.98630020412943
SMCR5	0.9765	-1.98630020412943
RN7SL423P	0.9762	-1.98092219161746
ZC3HAV1L	0.9761	-1.97914218552232
RP11-136H13.2	0.9761	-1.97914218552232
KLF4	0.976	-1.97736842818195
LDOC1L	0.976	-1.97736842818195
AC010525.1	0.9759	-1.97560087033525
AC010525.4	0.9759	-1.97560087033525
AC010525.6	0.9759	-1.97560087033525
AC010525.7	0.9759	-1.97560087033525
OR5H2	0.9759	-1.97560087033525
RP11-166O4.5	0.9758	-1.9738394633132
RP11-91J3.3	0.9758	-1.9738394633132
AC092620.2	0.9757	-1.97208415902929
MTND1P34	0.9755	-1.96859166918659
GPT2	0.9754	-1.96685439028423
RP11-659G9.1	0.9754	-1.96685439028423
DNAJC22	0.9753	-1.96512302741505
RN7SKP215	0.9752	-1.96339753526866
RNU6-470P	0.975	-1.95996398454005
RP11-399K21.5	0.9749	-1.95825583794983
RNU6-1113P	0.9749	-1.95825583794983
TJAP1	0.9749	-1.95825583794983
BSN-AS2	0.998912613286107	-3.06526481650203
RNA5SP260	0.9748	-1.95655338605027
HSBP1L1	0.9747	-1.9548565860955
RP11-509M23.1	0.9746	-1.95316539582895
SLC2A3P4	0.9745	-1.95147977347586
RP5-1065P14.2	0.9744	-1.9497996777359
AC115283.1	0.9743	-1.94812506777595
RNU6-600P	0.998860642597575	-3.05127537304686
CTC-367J11.1	0.9741	-1.94479214415721
RNU6-735P	0.9737	-1.93819037985094
CTD-2162K18.5	0.9737	-1.93819037985094
NDUFB2-AS1	0.9737	-1.93819037985094
RP1-288M22.1	0.9733	-1.93167202304412
RP11-375I20.6	0.9732	-1.93005518846371
AC009955.8	0.9732	-1.93005518846371
RNU6-990P	0.9731	-1.92844338365645
CCDC85B	0.9729	-1.92523472230683
FIBP	0.9729	-1.92523472230683
CDKN2AIPNLP2	0.9728	-1.92363779617969
RNA5SP96	0.9726	-1.92045858182966
RNU6-1216P	0.9726	-1.92045858182966
RPS29P20	0.9723	-1.91572585229298
RANBP2	0.9722	-1.91415776869467
RP11-76N22.1	0.972	-1.91103564754912
AC022400.1	0.972	-1.91103564754912
BMS1P4	0.972	-1.91103564754912
RP11-464F9.1	0.972	-1.91103564754912
RP11-574K11.28	0.972	-1.91103564754912
RP11-574K11.29	0.972	-1.91103564754912
CCNT2P1	0.972	-1.91103564754912
RP11-235G24.3	0.9719	-1.90948154672909
MIR571	0.9718	-1.90793204410582
RP11-138H10.2	0.9715	-1.903310818709
AC005838.2	0.9714	-1.90177940372474
CDRT1	0.9714	-1.90177940372474
RP11-258F22.1	0.9714	-1.90177940372474
RP11-258F22.2	0.9714	-1.90177940372474
ZNF33BP1	0.9714	-1.90177940372474
AP001187.1	0.9712	-1.89872988596458
ATG2A	0.9712	-1.89872988596458
MIR192	0.9712	-1.89872988596458
MIR194-2	0.9712	-1.89872988596458
RP11-665N17.4	0.9712	-1.89872988596458
OR52L2P	0.9711	-1.89721172489553
RP11-188P20.3	0.971	-1.89569792399184
SNRK-AS1	0.971	-1.89569792399184
RP11-341G5.2	0.9706	-1.88968575780222
WFDC10A	0.9703	-1.88522104997259
PSMA6P4	0.9703	-1.88522104997259
RP11-295B17.6	0.9702	-1.88374113046862
RP11-895M11.2	0.998432883853507	-2.95425665210562
RP11-793L10.1	0.97	-1.88079360815125
RNU6-193P	0.9697	-1.87640273001724
NAA50	0.9696	-1.8749471107528
AC004129.7	0.9696	-1.8749471107528
SNORD62A	0.9695	-1.87349545336949
PFKFB4	0.9695	-1.87349545336949
UCN2	0.9695	-1.87349545336949
KEL	0.99834493345753	-2.93736588781895
FABP12	0.9692	-1.86916400815667
FTH1P11	0.998340935712258	-2.93661771850983
RP11-257P3.3	0.999896058622937	-3.70923945546945
CTD-2562J17.9	0.9692	-1.86916400815667
RP11-357G3.2	0.9691	-1.86772795509742
ATG12P2	0.969	-1.86629574345811
RNU6-718P	0.969	-1.86629574345811
RN7SL164P	0.9688	-1.86344275098194
OR1F12	0.9688	-1.86344275098194
AC093702.1	0.9684	-1.85778184708939
RP11-47J17.3	0.998232996589923	-2.91701331870417
FAM96AP2	0.9684	-1.85778184708939
CTD-3222D19.7	0.9683	-1.8563758816774
RN7SL146P	0.9683	-1.8563758816774
SNRPGP14	0.9682	-1.85497357628675
GAMT	0.9673	-1.84251400408503
ZNF771	0.9672	-1.84114713446438
RP11-169K16.7	0.9672	-1.84114713446438
HBB	0.9672	-1.84114713446438
CTD-2117L12.1	0.9672	-1.84114713446438
AL360297.1	0.9671	-1.83978369608718
AMBN	0.9671	-1.83978369608718
DUTP5	0.967	-1.83842366924778
TPT1P6	0.967	-1.83842366924778
RNA5SP305	0.9667	-1.8343638634791
RNA5SP107	0.9666	-1.83301728915928
GZMM	0.9666	-1.83301728915928
RP11-367F23.2	0.9666	-1.83301728915928
RP11-156G14.6	0.9665	-1.83167403040018
PWAR6	0.9664	-1.83033406850281
RP11-701H24.3	0.9664	-1.83033406850281
FZD5	0.9662	-1.82766396130033
RNU6-743P	0.966	-1.8250068211464
AGO4	0.966	-1.8250068211464
RPS4XP4	0.9658	-1.82236250412365
SNORA11B	0.9657	-1.82104510997865
RP11-291H24.1	0.9656	-1.81973086874614
RPL36AP21	0.9653	-1.81580689009922
RPL7P17	0.9652	-1.81450508881168
RP11-158L12.2	0.997845215298572	-2.85456586856086
RP11-333J10.2	0.9651	-1.81320635529785
RN7SL845P	0.965	-1.8119106729526
RP4-533D7.5	0.9641	-1.80038416132684
SMG7-AS1	0.9641	-1.80038416132684
FAR1P1	0.9639	-1.79785492959331
CNNM3	0.9638	-1.7965946145384
RTP3	0.9638	-1.7965946145384
CTB-120L21.1	0.9637	-1.79533714673904
RP11-727M10.1	0.9637	-1.79533714673904
OR4F14P	0.9637	-1.79533714673904
OR4F15	0.9637	-1.79533714673904
RP11-162K11.4	0.997629337053902	-2.82410223261927
RN7SKP5	0.997613346072815	-2.82194690950168
RP11-471L13.3	0.9633	-1.79033545355055
RP11-1109M24.15	0.99757736636537	-2.8171448200968
RP11-404I7.1	0.9629	-1.78537815212118
GMPSP1	0.9629	-1.78537815212118
LINC00847	0.9628	-1.78414565680127
MIR548AE2	0.9627	-1.78291586573397
CTC-523E23.14	0.9627	-1.78291586573397
LINC00904	0.9627	-1.78291586573397
RN7SL114P	0.9625	-1.78046434169203
CTD-2151A2.2	0.9624	-1.77924258164832
CTD-2151A2.3	0.9624	-1.77924258164832
AC068896.1	0.9624	-1.77924258164832
HMGN1P6	0.9624	-1.77924258164832
RN7SKP260	0.9624	-1.77924258164832
CTC-461H2.3	0.9623	-1.77802347171695
OR6R2P	0.9622	-1.77680699862205
MON1A	0.9621	-1.77559314918932
RP11-46P12.1	0.9621	-1.77559314918932
MRPL50P1	0.962	-1.77438191034496
KRT78	0.9614	-1.76716857990825
RP11-153F5.3	0.9614	-1.76716857990825
CTD-2044J15.2	0.997357490375428	-2.78912787833867
RP11-227D2.3	0.9612	-1.76478444427764
RP11-142C4.5	0.9608	-1.76004604403376
PAPD5	0.997305519686897	-2.78281450808564
RP4-798A17.5	0.9607	-1.758867597033
TOP1P1	0.9607	-1.758867597033
ARTN	0.9606	-1.75769158758666
EEF1A1P37	0.9605	-1.75651800401191
RP11-73B8.1	0.9604	-1.75534683471147
BRI3	0.9604	-1.75534683471147
OR10H1	0.9604	-1.75534683471147
ZNF861P	0.997253548998365	-2.77661014571536
RN7SL487P	0.9601	-1.75184769774774
ZNF367	0.997209573800377	-2.77144252356676
RP11-449J1.1	0.96	-1.75068607125217
RP11-21G20.1	0.9599	-1.74952680229778
RNU1-47P	0.9598	-1.74836987978295
RP11-121C2.2	0.9597	-1.7472152926859
DHFRL1	0.9594	-1.74376543486478
NSUN3	0.9594	-1.74376543486478
RBBP4P2	0.9594	-1.74376543486478
RP11-242C24.3	0.9593	-1.74262008079065
AC139103.1	0.9997601352837	-3.49182667753087
C8ORF33	0.9997601352837	-3.49182667753087
RNA5SP484	0.9592	-1.74147700819607
CTD-2308G16.1	0.9592	-1.74147700819607
ZNF123P	0.9591	-1.7403362065223
RP11-19F9.1	0.997105632423313	-2.75951431168459
RP11-64K10.1	0.9589	-1.73806137407473
RP11-724N1.1	0.9589	-1.73806137407473
DCAF4L2	0.9588	-1.73692732255375
RN7SKP271	0.9585	-1.73353850384179
AC078881.1	0.9584	-1.73241330914918
OR7E43P	0.9581	-1.72905081996447
RP11-50D9.3	0.958	-1.72793432238842
AC007899.3	0.9579	-1.72681997465178
MYOZ1	0.9578	-1.72570776711288
RP11-464F9.20	0.9578	-1.72570776711288
RP11-464F9.22	0.9578	-1.72570776711288
AC108696.1	0.996873763197557	-2.73423850781777
AC104458.1	0.996865767707013	-2.73339741974975
RP11-53B2.2	0.999716160085712	-3.44660409096167
RP11-350G8.5	0.9572	-1.71907893434186
RP11-350G8.7	0.9572	-1.71907893434186
RP11-705O24.4	0.957	-1.71688601843104
RNU4ATAC11P	0.996821792509025	-2.72880566983293
MT1G	0.9569	-1.71579264949359
CTD-2194F12.1	0.9568	-1.71470132787058
RP11-425I13.1	0.996789810546852	-2.72550199182055
RP11-436A7.1	0.9567	-1.71361204461434
AC023271.1	0.9567	-1.71361204461434
GTF2H3	0.9566	-1.71252479083686
CTD-3224K15.2	0.9566	-1.71252479083686
CTD-3224K15.3	0.9566	-1.71252479083686
AC004840.8	0.9565	-1.71143955770936
CHST12	0.9565	-1.71143955770936
RP4-607J2.1	0.9565	-1.71143955770936
SPINK8	0.9564	-1.71035633646166
RP4-784A16.1	0.9563	-1.70927511838171
RP11-506K19.1	0.9563	-1.70927511838171
ATPAF2	0.9562	-1.70819589481509
GID4	0.9562	-1.70819589481509
USP38	0.9562	-1.70819589481509
RN7SL571P	0.9561	-1.70711865716443
CTD-2555A7.3	0.996701860150875	-2.71656722901123
RP11-307I14.3	0.9559	-1.70497010550401
ANP32BP3	0.9558	-1.70389877458047
RNU6-173P	0.9558	-1.70389877458047
FADD	0.9557	-1.70282939574434
LRG_228	0.9557	-1.70282939574434
RP11-805J14.5	0.9557	-1.70282939574434
RP11-1C8.4	0.9554	-1.69963288883676
RP11-1C8.5	0.9554	-1.69963288883676
RP11-1C8.7	0.9554	-1.69963288883676
RN7SKP240	0.9554	-1.69963288883676
SLITRK5	0.9553	-1.69857123569539
IFNL1	0.99654594808528	-2.70124207390282
TECRP1	0.9551	-1.69645365444057
DOHH	0.955	-1.69539771027214
RN7SL866P	0.955	-1.69539771027214
HIST1H2AB	0.99964020292555	-3.38200278571752
CTD-2373J19.1	0.9547	-1.69224116835161
TYRO3P	0.9544	-1.68910139800437
CHMP6	0.9544	-1.68910139800437
CTD-2561B21.7	0.9544	-1.68910139800437
RP5-1086K13.1	0.996422017981858	-2.68949769909504
EI24	0.9543	-1.68805849885612
RNU6-1156P	0.9543	-1.68805849885612
STT3A-AS1	0.9543	-1.68805849885612
GOLGA6L1	0.954	-1.68494076787191
RP11-566K19.3	0.954	-1.68494076787191
RP11-566K19.4	0.954	-1.68494076787191
RP11-354P11.8	0.9538	-1.68287134430975
RP11-723O4.3	0.9537	-1.68183932941617
RNU6ATAC30P	0.9536	-1.6808091026708
RP11-831F12.4	0.9536	-1.6808091026708
HYPK	0.9534	-1.67875398456782
MIR1282	0.9534	-1.67875398456782
RP11-296A16.1	0.9534	-1.67875398456782
SERF2	0.9534	-1.67875398456782
SERINC4	0.9534	-1.67875398456782
RP11-454K7.1	0.9533	-1.67772907879435
RP11-454K7.3	0.9533	-1.67772907879435
CTSA	0.9532	-1.67670593233667
RP3-337O18.9	0.9532	-1.67670593233667
RP11-295P9.12	0.9532	-1.67670593233667
RNU6ATAC32P	0.9529	-1.67364697810642
RN7SL455P	0.9529	-1.67364697810642
RPL5P18	0.9529	-1.67364697810642
YWHAZP4	0.996214135227732	-2.67059343417901
RNU1-44P	0.9527	-1.67161634291199
AC083949.1	0.999596227727562	-3.35019580246195
OTUB1	0.996118189341212	-2.66218059141649
ZNF717	0.9522	-1.6665696901385
FTLP18	0.9522	-1.6665696901385
AC109335.1	0.952	-1.66456286120272
COPS5	0.952	-1.66456286120272
PPP1R42	0.952	-1.66456286120272
RP5-926E3.1	0.9519	-1.66356195557702
AC002076.10	0.9518	-1.66256271375821
AL158077.1	0.9518	-1.66256271375821
MIR378D2	0.9514	-1.6585822547997
RP11-480D4.6	0.9513	-1.65759123503884
RP11-269F20.1	0.9513	-1.65759123503884
CCDC121	0.9513	-1.65759123503884
GPN1	0.9513	-1.65759123503884
RPL8	0.9512	-1.65660184056267
MFSD7	0.9512	-1.65660184056267
RP11-100E13.3	0.9512	-1.65660184056267
AC012146.7	0.995962277275617	-2.64889902909488
RP11-174J11.1	0.9511	-1.65561406508357
RP4-742N3.1	0.951	-1.65462790235108
KLF3P1	0.9507	-1.6516790286793
HMGN1P5	0.9507	-1.6516790286793
RNU6-799P	0.995930295313443	-2.64623149511442
AC106860.1	0.9505	-1.64972106368336
AC007401.1	0.9505	-1.64972106368336
GS1-531I17.3	0.995902311096542	-2.64391275067869
RPL21P41	0.9505	-1.64972106368336
EIF1	0.9502	-1.64679592133418
RP11-501C14.5	0.9496	-1.6409875481198
RP11-501C14.6	0.9496	-1.6409875481198
RP11-138H8.3	0.9495	-1.64002485089967
RP11-138H8.4	0.9495	-1.64002485089967
RPL29P30	0.9495	-1.64002485089967
SLAMF6P1	0.9494	-1.63906367123619
OR10J8P	0.9493	-1.63810400346724
RP11-515E23.2	0.9489	-1.63428033921788
ZFP62	0.9486	-1.63142819322333
CTD-2184D3.3	0.9486	-1.63142819322333
CECR9	0.9486	-1.63142819322333
RP11-624D20.1	0.9484	-1.62953411031879
RP11-52A20.2	0.9482	-1.62764585547111
C15ORF62	0.948	-1.62576338623323
OR7E122P	0.948	-1.62576338623323
RP11-168P8.3	0.948	-1.62576338623323
RP11-138B4.1	0.9478	-1.62388666062895
RP11-430H12.2	0.99549054333356	-2.61133638183029
WIZ	0.9476	-1.62201563714592
RP11-476H20.1	0.9475	-1.62108225085241
RNU6-38P	0.9474	-1.62015027472877
L34079.4	0.947	-1.61643637111502
PHBP7	0.995398595192312	-2.60442672791173
CDC42P5	0.9468	-1.61458775003232
RP11-705C15.3	0.9467	-1.61366550491048
MIR585	0.9465	-1.61182512114663
MIR5001	0.9462	-1.60907473940943
TIGD1	0.9462	-1.60907473940943
ATP2A1	0.9461	-1.60816064477617
RP11-22P6.3	0.9461	-1.60816064477617
RP11-423J7.1	0.9457	-1.60451763702672
AP005273.1	0.9457	-1.60451763702672
RP11-430L17.1	0.9457	-1.60451763702672
RP11-361K17.2	0.9456	-1.60361020451495
RN7SL842P	0.9453	-1.6008958000229
ACTR6P1	0.9452	-1.59999361439331
CTB-39G8.2	0.9451	-1.59909272918413
NIPA2P4	0.9449	-1.5972948421603
RP4-593H12.1	0.999444313407238	-3.26070061123901
RP11-8P13.1	0.99501081390096	-2.57657788747012
RP11-697G4.4	0.9444	-1.59282257173396
HTR5A-AS1	0.9444	-1.59282257173396
RTF1	0.9443	-1.5919319308271
AC092849.1	0.9443	-1.5919319308271
TSC22D4	0.9443	-1.5919319308271
RP11-278C7.2	0.944	-1.58926755705139
RP11-720L2.3	0.994886883797538	-2.56808416339288
RP11-720L2.4	0.994886883797538	-2.56808416339288
RP11-255J3.2	0.9436	-1.58573251501061
RP11-357F12.1	0.9435	-1.58485184383408
NDUFAF4P4	0.9434	-1.58397240012689
RP11-137L10.6	0.9433	-1.58309417979385
CTC-441N14.1	0.9432	-1.58221717876059
RN7SL137P	0.9432	-1.58221717876059
PDIK1L	0.9432	-1.58221717876059
MGP	0.943	-1.58046681839936
KRT8P49	0.9428	-1.57872128685973
OR51C4P	0.9428	-1.57872128685973
TCN1	0.9427	-1.57785032192949
RP11-431J17.1	0.9425	-1.57611197398666
AC025678.1	0.9424	-1.57524458312895
RP11-602M11.3	0.9424	-1.57524458312895
KRT18P38	0.9424	-1.57524458312895
RN7SL635P	0.9423	-1.57437837581639
SNORD113-6	0.9422	-1.57351334817535
SNORD113-7	0.9422	-1.57351334817535
SNORD113-8	0.9422	-1.57351334817535
SNORD113-9	0.9422	-1.57351334817535
SNORD114-1	0.9422	-1.57351334817535
MIR3121	0.9421	-1.57264949635153
VDAC1P4	0.9421	-1.57264949635153
RP11-368I23.3	0.994575059666348	-2.54749693351826
RP11-368I23.4	0.994575059666348	-2.54749693351826
CTC-261N6.3	0.9421	-1.57264949635153
RP11-510M2.5	0.942	-1.57178681650986
MAP4K2	0.9418	-1.5700649575278
GSTO3P	0.9417	-1.5692057708121
SLC25A44	0.994499102506187	-2.54264180090722
AL354764.1	0.994467120544013	-2.54061533716868
ANO7P1	0.9411	-1.5640748136826
C1ORF134	0.9411	-1.5640748136826
